role,location,education,experience,skills_count,projects,salary_lpa
ML Engineer,Remote,3,6.4,13,4,30.63
Data Analyst,Kolkata,3,1.8,16,1,11.01
Cybersecurity Analyst,Bangalore,3,3.8,5,4,18.08
Software Engineer,Chennai,2,0.3,24,1,14.68
ML Engineer,Chennai,1,2.4,11,2,20.05
AI Engineer,Ahmedabad,2,0.8,9,4,14.15
AI Engineer,Delhi,2,0.7,18,4,13.39
ML Engineer,Mumbai,2,0.5,12,7,16.23
DevOps Engineer,Remote,1,0.9,16,4,16.22
ML Engineer,Pune,1,0.5,24,1,13.98
Software Engineer,Chennai,2,10.8,19,7,31.5
Cloud Engineer,Pune,2,2.2,13,2,17.19
Data Analyst,Delhi,2,11.0,12,9,29.82
AI Engineer,Kolkata,2,11.6,7,11,32.09
Data Analyst,Kolkata,2,3.2,21,4,15.89
Cybersecurity Analyst,Pune,3,0.1,23,0,11.92
ML Engineer,Hyderabad,2,3.8,19,5,21.32
Cloud Engineer,Kolkata,2,2.3,11,2,14.83
Data Analyst,Pune,2,4.4,24,5,21.82
Software Engineer,Remote,0,0.2,9,4,8.04
Full Stack Developer,Ahmedabad,2,0.5,24,4,13.14
Frontend Developer,Delhi,2,2.3,12,3,16.74
Backend Developer,Mumbai,3,0.9,19,7,14.14
Full Stack Developer,Pune,2,0.1,23,6,15.91
Frontend Developer,Ahmedabad,1,0.5,24,1,11.29
Cybersecurity Analyst,US Remote,2,7.0,17,9,40.87
Data Analyst,Kolkata,3,4.2,13,1,15.58
Frontend Developer,Chennai,3,2.1,12,3,14.2
Frontend Developer,Delhi,2,3.2,5,5,16.92
DevOps Engineer,Bangalore,3,0.0,6,4,13.36
Cloud Engineer,Chennai,3,0.9,6,0,14.37
DevOps Engineer,Hyderabad,2,4.8,11,7,25.65
ML Engineer,Mumbai,2,1.9,17,3,13.63
Cloud Engineer,Delhi,2,1.9,14,8,17.63
AI Engineer,Remote,3,4.6,8,3,25.81
Data Analyst,Pune,3,1.1,16,3,13.26
Backend Developer,US Remote,2,0.7,14,3,26.79
Frontend Developer,Mumbai,3,9.0,14,10,27.0
Backend Developer,Pune,2,1.1,16,3,14.8
ML Engineer,Remote,3,0.9,9,4,17.1
ML Engineer,Bangalore,2,6.6,8,10,26.74
AI Engineer,Hyderabad,2,1.5,9,5,17.01
Cloud Engineer,Mumbai,2,1.7,13,4,12.58
ML Engineer,Remote,2,3.3,14,6,18.93
Software Engineer,Hyderabad,1,6.3,22,5,19.16
Frontend Developer,Hyderabad,3,0.9,7,2,12.74
Frontend Developer,Chennai,2,6.0,20,4,21.77
Software Engineer,Mumbai,1,6.1,22,10,18.5
DevOps Engineer,Pune,2,0.5,7,5,11.83
Frontend Developer,Delhi,2,3.0,6,6,16.2
DevOps Engineer,Bangalore,2,1.1,7,2,17.16
Software Engineer,US Remote,1,6.3,10,9,42.07
DevOps Engineer,Pune,1,1.6,16,3,13.99
Frontend Developer,Pune,2,0.4,12,1,9.06
Cybersecurity Analyst,Bangalore,0,1.6,15,4,14.16
Data Analyst,Pune,3,5.1,15,6,23.51
Cybersecurity Analyst,Bangalore,4,3.2,20,1,21.32
AI Engineer,Remote,2,2.1,19,4,20.23
Cloud Engineer,Ahmedabad,0,0.4,7,2,11.45
Backend Developer,Bangalore,3,3.0,15,3,16.38
AI Engineer,Ahmedabad,2,1.9,18,1,14.88
Full Stack Developer,Ahmedabad,3,0.8,14,1,13.25
Cybersecurity Analyst,Bangalore,2,1.6,20,4,19.02
Frontend Developer,Delhi,2,0.9,14,3,12.45
Cloud Engineer,Remote,2,1.1,20,5,15.37
Software Engineer,Chennai,2,0.2,15,4,14.45
AI Engineer,Kolkata,3,0.8,23,2,18.69
Frontend Developer,Pune,2,0.3,19,4,13.82
Cybersecurity Analyst,Delhi,3,4.0,15,5,20.95
Cloud Engineer,Bangalore,2,0.1,11,5,14.03
Data Analyst,Bangalore,2,0.6,21,1,10.46
Software Engineer,Ahmedabad,2,0.8,20,2,14.38
Software Engineer,Hyderabad,2,0.7,16,6,12.69
Software Engineer,Ahmedabad,2,1.3,20,1,15.67
AI Engineer,Bangalore,2,0.3,23,4,18.23
ML Engineer,Hyderabad,3,0.8,12,2,14.61
Full Stack Developer,Ahmedabad,2,1.3,13,3,12.89
Full Stack Developer,Bangalore,3,1.7,10,4,17.32
Cloud Engineer,Ahmedabad,1,0.1,13,0,10.34
Backend Developer,Pune,2,6.2,20,7,24.64
Cloud Engineer,Mumbai,1,9.1,22,3,33.34
Backend Developer,Hyderabad,2,1.6,24,1,12.37
Backend Developer,Pune,2,0.2,22,2,13.53
Full Stack Developer,Chennai,3,6.0,17,5,22.34
Data Analyst,Remote,2,0.1,19,1,9.98
Backend Developer,Ahmedabad,2,3.7,15,4,21.18
ML Engineer,Ahmedabad,2,0.1,20,1,13.98
Cybersecurity Analyst,Hyderabad,2,1.3,16,3,13.92
DevOps Engineer,Kolkata,2,2.0,17,3,15.13
Cybersecurity Analyst,US Remote,2,0.2,24,2,27.28
AI Engineer,Delhi,2,6.0,16,9,29.68
Frontend Developer,US Remote,2,0.3,13,1,26.1
Backend Developer,Kolkata,4,1.8,12,3,16.28
Frontend Developer,Remote,2,0.0,17,3,9.4
Cybersecurity Analyst,US Remote,1,1.3,7,4,29.56
DevOps Engineer,Ahmedabad,2,1.5,5,1,12.97
ML Engineer,Hyderabad,3,0.3,23,1,13.89
Backend Developer,US Remote,2,0.8,24,2,30.15
Data Analyst,Hyderabad,2,0.5,20,2,9.25
Software Engineer,Kolkata,2,2.6,12,0,17.22
Backend Developer,Delhi,2,0.4,20,7,13.16
DevOps Engineer,Pune,2,7.4,18,5,22.23
Cybersecurity Analyst,Chennai,3,0.2,10,5,13.93
ML Engineer,Chennai,2,2.3,11,1,15.71
Full Stack Developer,Remote,4,0.3,17,1,12.47
DevOps Engineer,Bangalore,2,1.5,7,7,14.29
AI Engineer,Hyderabad,2,2.4,23,0,16.59
Backend Developer,Delhi,3,6.5,24,5,25.74
Data Analyst,Hyderabad,3,4.5,18,5,21.08
Frontend Developer,Bangalore,3,0.1,18,3,14.66
Frontend Developer,Hyderabad,1,0.2,8,5,10.39
Cybersecurity Analyst,Mumbai,3,1.9,8,4,15.6
ML Engineer,Ahmedabad,3,1.0,19,2,15.7
AI Engineer,Ahmedabad,2,2.5,20,8,20.16
AI Engineer,Mumbai,3,2.9,11,3,22.68
Cybersecurity Analyst,Mumbai,1,5.9,12,4,20.79
DevOps Engineer,Remote,2,1.2,8,3,16.96
AI Engineer,Kolkata,3,3.1,22,6,18.27
Frontend Developer,Remote,3,2.5,23,3,19.86
DevOps Engineer,US Remote,1,2.0,24,4,34.27
DevOps Engineer,Pune,3,0.3,21,4,16.39
Data Analyst,Delhi,2,2.4,11,5,12.91
Backend Developer,Mumbai,4,1.1,5,3,13.61
Frontend Developer,Delhi,1,0.2,10,0,7.55
Full Stack Developer,Chennai,2,1.7,12,3,17.99
Backend Developer,Kolkata,2,5.3,22,1,20.96
Data Analyst,Kolkata,3,7.1,7,4,25.99
DevOps Engineer,Pune,2,0.6,16,1,13.88
ML Engineer,US Remote,2,3.8,5,3,35.81
Frontend Developer,Ahmedabad,2,0.6,24,3,12.02
Cybersecurity Analyst,Mumbai,3,2.8,21,1,18.41
Data Analyst,Remote,2,0.4,6,2,9.41
ML Engineer,Remote,2,0.1,7,1,14.38
ML Engineer,Bangalore,3,5.9,22,5,30.41
DevOps Engineer,US Remote,4,3.4,20,1,39.55
DevOps Engineer,Pune,2,0.7,9,3,10.14
Cybersecurity Analyst,Remote,2,1.1,7,4,15.1
Software Engineer,Pune,2,18.9,18,10,51.06
Software Engineer,Remote,2,1.1,24,2,16.44
AI Engineer,US Remote,3,0.3,13,3,48.89
Cloud Engineer,Remote,0,0.6,10,3,13.36
ML Engineer,Kolkata,4,6.5,9,5,29.26
Full Stack Developer,Chennai,2,7.7,24,6,29.22
Cloud Engineer,Remote,1,1.9,18,3,18.15
Data Analyst,Hyderabad,1,1.2,16,5,12.12
DevOps Engineer,Hyderabad,3,3.1,14,3,17.57
ML Engineer,Delhi,3,4.4,20,1,28.18
Full Stack Developer,Ahmedabad,3,0.4,18,2,17.34
Data Analyst,Ahmedabad,3,1.1,15,0,11.62
Cybersecurity Analyst,Remote,2,2.3,16,3,15.76
DevOps Engineer,Chennai,4,0.6,5,3,13.43
AI Engineer,Chennai,0,0.4,23,1,14.82
Cybersecurity Analyst,Kolkata,1,1.9,16,1,11.72
Backend Developer,Bangalore,2,1.8,15,4,12.8
Software Engineer,Kolkata,1,3.3,6,7,16.23
ML Engineer,Kolkata,3,4.5,6,8,22.17
AI Engineer,Ahmedabad,2,1.8,5,2,13.45
ML Engineer,Hyderabad,3,0.2,13,7,16.76
Backend Developer,Hyderabad,3,2.0,22,2,17.29
Cybersecurity Analyst,Kolkata,2,11.9,19,4,30.88
DevOps Engineer,Delhi,1,5.4,22,6,29.72
DevOps Engineer,Chennai,2,4.1,24,6,24.39
Frontend Developer,Hyderabad,1,1.9,17,7,13.98
Software Engineer,Pune,4,0.1,15,5,11.5
Cloud Engineer,Kolkata,2,0.1,17,2,13.09
Data Analyst,Hyderabad,2,1.9,6,3,12.69
Software Engineer,Chennai,1,1.1,13,1,13.36
Backend Developer,Chennai,2,3.6,14,5,18.66
DevOps Engineer,US Remote,2,1.7,21,0,42.83
DevOps Engineer,Bangalore,3,5.7,21,6,22.85
Software Engineer,Ahmedabad,3,8.9,17,4,28.0
Software Engineer,Pune,2,0.2,18,3,12.33
Frontend Developer,US Remote,2,3.7,19,3,35.11
AI Engineer,Pune,2,4.3,19,3,21.14
ML Engineer,US Remote,3,2.4,12,3,43.92
Software Engineer,Ahmedabad,2,0.2,19,3,12.13
Full Stack Developer,Hyderabad,2,3.6,7,6,19.41
Backend Developer,Hyderabad,2,4.3,10,2,20.11
DevOps Engineer,US Remote,2,2.6,19,6,40.04
Software Engineer,Remote,2,6.4,20,5,24.78
ML Engineer,Chennai,2,1.6,16,0,14.9
Cybersecurity Analyst,Mumbai,4,4.5,10,4,18.5
Cloud Engineer,Mumbai,1,0.5,14,0,13.45
Cybersecurity Analyst,Ahmedabad,3,1.8,23,3,14.64
DevOps Engineer,Bangalore,1,0.6,15,5,17.15
Full Stack Developer,Mumbai,3,6.3,12,2,29.64
Cloud Engineer,Remote,2,0.4,22,3,14.72
Frontend Developer,Ahmedabad,2,0.7,9,1,9.19
Cloud Engineer,Delhi,3,1.2,15,1,16.14
Full Stack Developer,Remote,2,0.6,19,2,13.67
Cloud Engineer,Kolkata,4,6.0,10,5,20.6
Frontend Developer,Ahmedabad,2,0.8,20,3,14.02
Frontend Developer,Delhi,2,0.6,18,2,11.86
Full Stack Developer,Bangalore,3,4.7,16,5,26.26
ML Engineer,Chennai,3,0.1,23,0,14.87
ML Engineer,Ahmedabad,2,3.8,10,0,15.29
Cloud Engineer,Remote,4,2.0,22,3,20.57
Full Stack Developer,Ahmedabad,3,2.6,15,6,19.86
Full Stack Developer,Hyderabad,2,3.1,17,2,16.28
ML Engineer,Pune,2,3.9,19,3,19.77
Cloud Engineer,US Remote,2,4.0,14,2,42.08
ML Engineer,Remote,1,6.3,15,5,30.58
Frontend Developer,Bangalore,2,1.0,23,1,15.53
Software Engineer,Bangalore,3,0.4,21,1,12.25
ML Engineer,Chennai,2,0.8,8,6,13.85
Software Engineer,Ahmedabad,2,13.8,12,8,39.03
Cloud Engineer,Delhi,3,0.7,6,5,14.46
Software Engineer,Remote,3,1.5,13,4,13.68
Cybersecurity Analyst,US Remote,3,1.8,14,3,32.98
Backend Developer,Kolkata,1,0.8,21,5,9.28
Data Analyst,Bangalore,1,0.2,21,3,9.53
Cybersecurity Analyst,Mumbai,2,1.0,9,0,11.32
Software Engineer,Chennai,2,0.0,10,1,9.93
Backend Developer,Pune,3,3.6,19,2,19.92
Data Analyst,Ahmedabad,2,7.8,6,9,25.1
ML Engineer,Mumbai,3,0.9,18,5,18.55
AI Engineer,Delhi,1,6.4,9,9,27.09
Data Analyst,Hyderabad,2,0.5,14,2,10.11
Software Engineer,Chennai,2,5.2,15,3,19.58
Full Stack Developer,Kolkata,2,3.6,14,2,14.51
Full Stack Developer,US Remote,2,1.5,8,7,28.1
Data Analyst,Remote,3,2.7,7,1,14.27
Backend Developer,Ahmedabad,2,0.6,20,0,9.41
Frontend Developer,Mumbai,2,1.6,8,5,15.44
ML Engineer,Pune,3,0.9,14,0,15.43
Software Engineer,Pune,0,0.7,16,3,8.35
Software Engineer,US Remote,2,2.1,11,4,37.01
Frontend Developer,Mumbai,1,3.6,11,4,16.31
Backend Developer,Hyderabad,3,3.3,11,4,17.14
Frontend Developer,Delhi,3,2.0,16,5,15.22
Backend Developer,Mumbai,4,3.9,10,6,20.64
Cloud Engineer,Chennai,1,4.8,5,4,19.09
DevOps Engineer,Remote,3,0.1,21,3,16.78
Software Engineer,US Remote,1,1.9,16,7,31.7
DevOps Engineer,Mumbai,2,1.2,5,2,15.14
ML Engineer,Remote,2,0.2,14,2,16.26
Frontend Developer,Chennai,2,0.9,10,4,10.47
Cloud Engineer,Bangalore,2,0.0,15,2,15.19
Cybersecurity Analyst,Chennai,2,1.2,23,2,10.4
Cybersecurity Analyst,Ahmedabad,0,1.7,17,8,16.76
Cybersecurity Analyst,Remote,1,0.3,24,5,13.5
Full Stack Developer,Pune,3,5.2,20,12,27.53
Software Engineer,Hyderabad,3,1.6,22,3,12.07
Full Stack Developer,Mumbai,0,1.2,10,2,14.78
Frontend Developer,Hyderabad,2,0.5,23,7,13.88
Data Analyst,US Remote,2,1.7,15,5,21.72
ML Engineer,Chennai,2,0.3,12,2,11.73
Software Engineer,Bangalore,1,1.4,13,3,14.58
AI Engineer,Pune,2,3.1,10,1,18.53
Software Engineer,Remote,2,4.3,20,2,22.34
Frontend Developer,Kolkata,0,1.6,10,1,9.35
Frontend Developer,Mumbai,3,3.7,18,2,16.8
ML Engineer,Bangalore,3,2.4,13,2,20.89
Cloud Engineer,Pune,1,0.3,12,7,16.37
Cloud Engineer,Bangalore,1,0.1,11,4,11.34
Data Analyst,Ahmedabad,3,0.6,14,1,11.11
Cybersecurity Analyst,Remote,2,3.0,22,6,21.64
Cybersecurity Analyst,Mumbai,0,1.7,15,9,14.45
DevOps Engineer,Chennai,2,6.3,11,8,27.74
Backend Developer,Delhi,3,0.5,16,6,13.85
DevOps Engineer,Bangalore,2,0.1,8,3,12.95
DevOps Engineer,US Remote,3,1.0,17,4,40.13
Backend Developer,Bangalore,2,0.9,9,6,12.86
ML Engineer,Kolkata,2,3.2,24,7,20.89
Data Analyst,Chennai,2,15.2,10,8,40.34
Backend Developer,Pune,2,3.3,22,5,20.37
Cybersecurity Analyst,Ahmedabad,2,4.9,22,2,23.79
DevOps Engineer,Kolkata,2,4.5,5,5,20.25
Full Stack Developer,Kolkata,3,1.2,11,5,11.91
ML Engineer,Mumbai,2,2.0,23,1,20.41
Software Engineer,Delhi,1,3.6,20,5,17.24
Data Analyst,Chennai,3,1.0,14,1,10.64
ML Engineer,US Remote,0,2.4,7,0,34.0
Cybersecurity Analyst,Pune,2,1.7,24,2,18.15
Software Engineer,Ahmedabad,2,6.9,16,5,19.81
Software Engineer,Chennai,1,1.4,11,5,12.82
Full Stack Developer,Chennai,2,6.5,11,3,24.58
Full Stack Developer,Remote,2,5.8,12,1,26.46
Backend Developer,Hyderabad,2,1.8,6,1,13.99
Cloud Engineer,Ahmedabad,2,3.3,14,6,21.44
Full Stack Developer,Mumbai,3,3.6,6,3,14.22
DevOps Engineer,Hyderabad,2,1.9,18,1,14.19
Software Engineer,Ahmedabad,1,2.7,21,7,18.69
Cybersecurity Analyst,Hyderabad,2,2.1,10,7,13.28
Data Analyst,Delhi,2,0.2,11,5,10.53
Cloud Engineer,Ahmedabad,3,0.7,6,5,13.25
Cloud Engineer,Pune,2,0.9,15,2,16.64
Full Stack Developer,Mumbai,2,4.7,14,6,21.41
ML Engineer,Remote,3,0.1,8,5,12.33
Cybersecurity Analyst,Hyderabad,3,1.2,8,4,15.61
DevOps Engineer,Delhi,2,0.3,10,4,14.2
Backend Developer,Hyderabad,0,0.1,13,2,8.13
Cybersecurity Analyst,Hyderabad,2,3.9,13,2,21.49
Cloud Engineer,Pune,2,0.2,21,4,14.76
Data Analyst,Delhi,4,1.0,18,3,14.56
Cybersecurity Analyst,Delhi,2,0.9,6,6,11.54
ML Engineer,Remote,2,1.7,12,2,16.53
ML Engineer,Kolkata,1,1.4,8,5,15.13
Cybersecurity Analyst,Ahmedabad,0,0.2,13,10,10.62
ML Engineer,Bangalore,1,6.1,8,2,24.1
Backend Developer,Chennai,2,9.2,6,1,20.59
Frontend Developer,Ahmedabad,2,1.0,16,5,11.54
DevOps Engineer,US Remote,2,5.5,20,4,38.44
Backend Developer,Mumbai,2,1.5,17,4,13.4
Data Analyst,Chennai,2,0.8,12,2,10.6
Software Engineer,Hyderabad,2,0.3,7,4,12.02
Backend Developer,Bangalore,1,2.6,22,1,15.37
Software Engineer,US Remote,3,8.0,20,2,40.26
DevOps Engineer,Pune,0,3.9,16,8,16.62
AI Engineer,Hyderabad,3,0.3,24,3,16.4
Cloud Engineer,Kolkata,3,0.8,21,4,13.73
Full Stack Developer,Pune,3,0.2,22,5,14.18
Data Analyst,Mumbai,2,3.3,19,2,16.8
Frontend Developer,Remote,2,1.2,10,3,12.92
Cloud Engineer,Delhi,1,10.7,16,5,30.93
Backend Developer,Bangalore,2,1.0,6,4,11.86
ML Engineer,Kolkata,3,2.4,22,7,19.46
Cloud Engineer,Bangalore,2,2.3,8,5,19.33
ML Engineer,Mumbai,3,3.9,22,6,22.57
Cloud Engineer,Kolkata,1,2.8,12,3,16.61
Data Analyst,Chennai,3,1.4,17,3,11.12
Data Analyst,Kolkata,2,10.6,14,4,28.17
Data Analyst,Bangalore,1,2.4,6,6,14.87
Software Engineer,Delhi,2,3.3,18,2,16.37
Data Analyst,US Remote,1,5.1,15,5,27.73
AI Engineer,Mumbai,2,0.9,7,5,16.23
Software Engineer,Ahmedabad,2,3.4,12,6,18.26
Software Engineer,Pune,2,4.2,23,5,18.98
Backend Developer,Ahmedabad,3,0.7,11,0,9.77
Cybersecurity Analyst,Kolkata,2,3.3,14,2,14.63
Cloud Engineer,Ahmedabad,3,0.0,17,3,15.32
Full Stack Developer,Chennai,3,0.4,13,2,9.27
Cloud Engineer,Bangalore,1,1.7,13,5,17.88
Backend Developer,US Remote,2,2.6,5,5,29.78
Software Engineer,Kolkata,2,0.8,7,7,8.49
Software Engineer,Pune,3,1.1,11,4,14.56
Backend Developer,Ahmedabad,0,1.9,6,5,10.86
DevOps Engineer,Chennai,2,2.8,23,3,12.1
Backend Developer,Hyderabad,2,1.3,16,2,13.63
Software Engineer,Delhi,2,4.3,7,5,13.49
Cloud Engineer,Mumbai,2,0.0,19,1,16.25
Backend Developer,Ahmedabad,2,0.7,20,6,13.55
Software Engineer,Pune,2,1.0,15,0,15.0
Cybersecurity Analyst,Chennai,1,2.9,19,2,15.97
ML Engineer,Chennai,4,1.3,16,1,17.55
AI Engineer,Pune,2,2.9,5,2,16.18
DevOps Engineer,Chennai,2,0.1,17,1,12.34
Cybersecurity Analyst,Bangalore,1,2.2,18,5,12.38
ML Engineer,Hyderabad,2,2.5,13,5,16.67
AI Engineer,Chennai,2,3.1,5,5,23.38
Full Stack Developer,Mumbai,3,0.1,23,6,16.79
Full Stack Developer,Hyderabad,2,8.5,21,4,27.59
DevOps Engineer,Pune,3,2.7,22,5,23.72
Software Engineer,Chennai,2,2.6,16,4,15.95
Cybersecurity Analyst,Hyderabad,2,4.1,5,5,21.08
Full Stack Developer,Chennai,2,3.5,19,1,16.32
Cybersecurity Analyst,Bangalore,1,2.1,18,0,12.57
Full Stack Developer,Mumbai,2,14.7,13,10,44.3
AI Engineer,Ahmedabad,2,3.3,18,5,24.28
AI Engineer,Hyderabad,2,2.7,18,2,18.28
ML Engineer,Mumbai,1,4.1,15,4,25.06
AI Engineer,US Remote,2,4.8,7,6,50.87
Software Engineer,Pune,0,0.2,15,2,6.93
Backend Developer,Pune,2,0.7,23,9,17.22
Data Analyst,Delhi,2,4.1,19,3,17.63
Cybersecurity Analyst,Kolkata,3,0.5,8,3,11.13
DevOps Engineer,Mumbai,2,3.7,15,2,21.44
AI Engineer,Pune,1,2.0,21,1,18.17
Cybersecurity Analyst,Ahmedabad,2,5.2,16,3,20.61
Software Engineer,US Remote,2,3.8,6,3,35.55
Full Stack Developer,Mumbai,3,2.0,12,6,14.82
Cybersecurity Analyst,US Remote,2,0.6,6,4,26.39
AI Engineer,Ahmedabad,2,2.1,19,5,20.09
Full Stack Developer,Mumbai,2,5.7,23,3,21.55
Cloud Engineer,US Remote,4,1.0,20,2,39.84
Backend Developer,Ahmedabad,4,1.3,7,3,10.69
ML Engineer,Ahmedabad,3,4.9,8,6,24.57
DevOps Engineer,Ahmedabad,2,5.0,12,5,20.62
ML Engineer,Bangalore,2,0.6,20,2,18.78
Software Engineer,Mumbai,3,0.4,11,2,12.25
Data Analyst,Bangalore,3,1.6,10,3,14.94
DevOps Engineer,Mumbai,2,2.2,18,1,18.28
DevOps Engineer,Mumbai,3,0.4,20,6,11.48
DevOps Engineer,Delhi,2,2.0,21,3,20.34
Frontend Developer,Mumbai,2,2.4,22,2,15.49
Data Analyst,Mumbai,3,1.6,7,5,14.5
Backend Developer,Bangalore,2,0.8,13,5,13.51
Frontend Developer,Ahmedabad,2,0.3,14,2,9.66
Frontend Developer,Delhi,2,5.9,16,4,19.92
DevOps Engineer,Pune,4,0.1,24,2,14.65
Cybersecurity Analyst,Ahmedabad,4,8.4,15,4,28.52
Backend Developer,Bangalore,2,20.0,8,9,56.17
Cybersecurity Analyst,Remote,2,0.9,18,4,16.15
Cloud Engineer,Pune,2,3.2,11,5,16.46
Backend Developer,Bangalore,2,0.6,24,3,10.79
Frontend Developer,Delhi,3,1.0,20,1,10.51
Frontend Developer,Chennai,0,0.8,8,0,7.76
Backend Developer,Ahmedabad,2,3.4,23,7,20.47
Cloud Engineer,Chennai,2,2.5,14,3,15.75
ML Engineer,Remote,3,4.4,18,10,25.58
AI Engineer,US Remote,0,3.3,6,5,43.61
ML Engineer,Hyderabad,2,3.0,17,3,23.07
Data Analyst,Kolkata,2,0.5,24,2,7.61
AI Engineer,Mumbai,3,1.7,17,5,20.68
ML Engineer,Ahmedabad,1,1.3,7,4,13.8
Cybersecurity Analyst,Hyderabad,0,2.8,16,8,16.52
Data Analyst,Kolkata,3,12.3,9,9,37.15
Backend Developer,Chennai,2,0.2,24,6,15.77
Cloud Engineer,Chennai,3,1.1,16,4,17.73
Data Analyst,Mumbai,2,0.2,13,3,9.71
ML Engineer,Delhi,3,0.9,17,2,17.0
Full Stack Developer,Pune,3,0.6,18,5,16.21
Software Engineer,US Remote,1,0.8,11,4,22.83
Data Analyst,Chennai,3,0.0,18,4,10.74
DevOps Engineer,Bangalore,2,2.9,12,3,14.35
Data Analyst,Pune,2,1.5,12,2,12.72
DevOps Engineer,Delhi,1,1.4,10,3,15.31
Cybersecurity Analyst,Delhi,2,0.8,21,4,17.54
Data Analyst,Bangalore,1,0.1,10,3,8.96
Frontend Developer,Bangalore,2,0.4,22,5,16.87
Software Engineer,Hyderabad,0,1.8,11,3,13.28
AI Engineer,Ahmedabad,0,3.0,22,5,21.55
Full Stack Developer,Delhi,2,0.2,14,0,9.9
Cloud Engineer,US Remote,1,1.4,13,3,27.55
DevOps Engineer,Delhi,3,1.7,14,4,15.69
Backend Developer,Kolkata,3,2.4,11,5,16.92
Cloud Engineer,Delhi,2,4.5,14,12,24.24
Software Engineer,Ahmedabad,0,9.4,14,4,27.28
Full Stack Developer,Ahmedabad,3,3.8,5,6,15.13
Data Analyst,Kolkata,2,0.8,15,3,10.2
ML Engineer,Bangalore,2,9.4,17,8,32.71
Software Engineer,Remote,2,0.1,7,3,11.93
Cybersecurity Analyst,Kolkata,3,2.3,12,3,15.39
ML Engineer,Mumbai,3,0.2,12,4,16.46
Software Engineer,Bangalore,2,5.1,22,5,26.19
Cloud Engineer,Hyderabad,3,0.7,24,2,13.49
Data Analyst,Ahmedabad,2,0.9,10,3,9.89
Full Stack Developer,Ahmedabad,1,3.6,18,2,17.51
ML Engineer,Remote,2,2.1,24,3,19.0
Cybersecurity Analyst,Kolkata,2,1.9,9,5,12.54
Cloud Engineer,Remote,3,3.4,7,6,18.8
Data Analyst,Delhi,0,0.8,16,4,7.98
Cloud Engineer,Chennai,2,1.9,8,2,15.28
Frontend Developer,Kolkata,3,0.2,21,2,10.3
Frontend Developer,Bangalore,1,1.8,7,3,13.67
Cybersecurity Analyst,US Remote,3,1.9,9,3,31.92
Cybersecurity Analyst,Mumbai,2,7.3,20,3,25.61
Full Stack Developer,Mumbai,1,4.7,24,4,27.05
Full Stack Developer,Kolkata,2,0.9,11,2,10.99
Cloud Engineer,Delhi,2,6.1,16,4,21.19
AI Engineer,Hyderabad,2,1.4,9,1,18.28
Frontend Developer,Remote,2,1.8,5,1,10.81
Cybersecurity Analyst,Mumbai,2,1.7,14,1,17.23
Frontend Developer,Kolkata,2,1.1,24,5,17.4
Cybersecurity Analyst,Chennai,2,3.4,19,4,19.55
ML Engineer,US Remote,2,0.3,21,2,33.99
Cybersecurity Analyst,Chennai,2,8.8,15,10,28.66
ML Engineer,Bangalore,2,0.6,8,2,13.73
DevOps Engineer,Bangalore,2,0.9,14,4,13.85
Cybersecurity Analyst,Mumbai,3,0.0,24,5,12.64
Backend Developer,Mumbai,3,0.7,13,2,11.18
Frontend Developer,Remote,3,5.0,17,1,20.27
Software Engineer,Delhi,2,5.2,7,2,21.54
Cybersecurity Analyst,Remote,0,2.9,18,3,14.92
ML Engineer,Hyderabad,2,3.0,14,1,19.81
Data Analyst,Ahmedabad,2,2.1,9,5,14.32
ML Engineer,Bangalore,3,0.9,21,1,16.96
Cybersecurity Analyst,Delhi,2,0.3,20,2,15.64
ML Engineer,Ahmedabad,2,0.7,16,2,14.49
ML Engineer,Remote,3,1.8,21,0,18.66
ML Engineer,Chennai,2,4.1,16,3,17.05
Cloud Engineer,US Remote,1,1.2,21,8,41.33
Backend Developer,Delhi,2,3.5,16,3,19.43
AI Engineer,Hyderabad,2,10.2,24,7,41.2
ML Engineer,Pune,3,3.1,20,3,19.95
Backend Developer,Hyderabad,2,1.1,16,2,12.17
Data Analyst,Hyderabad,2,1.7,18,7,13.62
Backend Developer,Bangalore,3,5.8,22,4,21.27
Backend Developer,US Remote,2,2.7,21,5,35.66
ML Engineer,Ahmedabad,4,2.8,12,4,17.73
Frontend Developer,Kolkata,2,7.8,7,3,22.96
AI Engineer,Delhi,2,2.9,14,3,20.97
Backend Developer,Chennai,2,3.6,21,2,20.89
Software Engineer,Ahmedabad,2,7.5,8,5,20.99
Full Stack Developer,Hyderabad,3,1.8,13,3,16.96
Software Engineer,US Remote,3,3.6,17,7,38.55
DevOps Engineer,Hyderabad,1,4.4,18,6,20.62
ML Engineer,Chennai,2,0.5,6,3,12.79
Software Engineer,Ahmedabad,1,3.9,20,3,20.41
Full Stack Developer,Bangalore,2,1.9,9,3,15.22
Data Analyst,Pune,3,0.5,20,4,10.29
DevOps Engineer,Ahmedabad,3,1.9,15,2,15.59
Full Stack Developer,Remote,3,2.0,18,4,16.91
Full Stack Developer,Kolkata,0,1.3,20,0,13.26
DevOps Engineer,Mumbai,2,0.3,14,3,16.09
Cybersecurity Analyst,Remote,2,4.2,7,5,20.95
Software Engineer,Delhi,2,2.2,20,3,19.51
Data Analyst,Hyderabad,2,2.2,21,3,16.35
Full Stack Developer,Pune,3,2.4,23,3,15.02
AI Engineer,Ahmedabad,2,10.5,16,6,28.78
