education,cgpa,experience,projects,internships,skills_count,frontend_skills,backend_skills,database_skills,cloud_skills,ml_skills,certifications,has_github,has_linkedin,resume_score,readiness_level
2,8.45,7.8,1,1,16,3,6,3,2,0,3,1,1,98.0,3
2,7.07,0.6,2,4,14,0,2,2,2,4,1,1,1,72.7,3
1,7.8,0.6,5,1,8,4,0,1,1,0,2,0,0,62.3,1
3,8.81,5.1,2,1,16,6,4,2,2,1,1,1,1,90.3,3
2,9.51,1.2,3,1,15,2,4,4,1,1,0,1,0,79.8,3
2,9.95,0.8,1,0,13,0,1,3,1,6,0,0,1,75.6,1
2,9.03,2.5,2,0,12,3,3,2,2,0,0,0,0,78.5,1
3,8.17,1.2,3,1,16,2,4,3,3,0,1,1,1,96.8,2
1,9.89,0.0,3,1,13,0,2,2,2,4,0,1,0,69.3,1
4,8.01,0.5,2,2,14,9,0,1,0,0,3,1,0,59.1,2
2,8.53,7.6,3,2,11,2,3,2,2,1,1,1,1,97.6,3
2,8.58,0.0,1,1,15,3,6,3,2,0,3,0,1,70.0,2
2,7.25,0.6,0,1,14,4,2,2,1,2,1,1,1,56.7,1
2,7.52,1.6,3,0,12,4,2,1,1,2,1,1,1,68.9,1
2,8.51,2.3,1,1,17,6,4,3,1,1,2,1,1,59.7,2
2,6.23,0.3,1,0,15,4,3,2,1,2,2,1,1,81.1,1
2,8.26,11.9,6,2,14,5,4,2,2,0,1,1,1,98.0,3
1,7.64,0.6,3,1,13,1,5,2,2,0,2,1,0,80.3,1
2,9.1,2.8,1,1,14,8,2,2,0,0,3,1,1,80.5,3
3,7.6,4.5,6,1,14,9,1,2,0,0,2,1,1,84.8,3
4,8.25,0.2,3,2,14,4,5,2,2,0,3,0,1,59.1,2
2,9.16,0.5,0,0,17,0,2,2,2,7,0,0,0,68.5,1
1,7.6,0.5,3,0,11,1,1,1,7,0,2,1,1,69.9,1
2,8.95,6.4,0,2,13,1,2,3,1,5,0,1,1,96.9,3
3,7.64,1.3,4,1,15,4,3,2,2,1,3,1,1,81.7,2
3,7.12,0.7,2,5,13,3,3,1,2,1,3,1,0,63.6,3
2,9.44,9.7,4,0,14,3,3,1,2,2,1,1,1,95.1,3
2,7.71,1.7,4,1,16,5,4,3,1,0,2,1,0,84.0,2
2,7.8,4.0,2,0,16,3,6,2,1,0,3,1,1,92.1,3
2,7.01,1.5,6,0,16,3,4,3,2,0,2,1,1,74.6,3
2,7.89,1.4,2,1,17,0,2,4,2,5,2,0,0,67.6,2
2,8.35,7.9,6,3,12,2,2,1,2,1,3,1,1,68.7,3
4,10.0,9.2,9,3,15,6,3,3,1,0,3,1,0,78.8,3
2,8.25,2.0,4,3,12,2,3,1,2,2,3,1,0,55.0,3
4,9.01,1.1,4,1,14,1,4,2,3,0,1,0,1,71.7,2
2,8.91,2.4,7,0,16,0,2,4,2,6,1,1,0,78.0,3
2,9.01,0.2,3,3,13,4,3,1,2,1,3,1,0,76.8,3
3,7.42,4.5,6,3,13,4,3,2,2,1,4,1,1,68.6,3
2,8.0,0.1,2,1,14,3,3,3,2,1,0,1,1,82.9,2
3,8.61,2.3,3,0,9,5,0,1,0,0,5,1,1,60.7,1
2,7.74,2.0,2,1,12,1,4,2,3,1,4,0,1,69.6,2
2,8.57,1.8,2,3,13,7,0,2,0,0,3,1,1,81.9,3
1,5.69,1.4,1,1,15,0,3,2,7,1,2,1,1,91.8,2
1,7.46,0.0,2,1,15,5,4,2,1,1,2,1,1,67.0,2
3,10.0,0.3,0,1,10,4,0,2,1,0,1,0,1,80.4,1
2,6.33,3.1,2,3,10,2,2,2,1,2,2,1,1,85.9,3
2,8.01,0.4,0,0,17,1,2,4,1,7,3,1,1,62.8,2
2,9.3,3.8,0,3,11,4,3,2,1,0,4,0,1,61.5,3
2,8.43,10.5,4,0,15,6,3,2,1,0,1,0,0,98.0,3
2,8.12,2.4,3,1,13,6,2,1,0,0,1,0,1,82.3,2
2,6.04,5.4,7,1,11,0,2,2,4,0,0,1,1,83.6,3
2,8.04,4.3,5,1,10,4,2,1,1,1,2,0,1,94.4,3
3,8.24,15.0,2,1,9,2,3,1,1,1,2,1,1,98.0,3
3,8.08,0.3,3,2,14,3,5,3,1,1,2,1,0,73.8,2
3,7.85,1.5,2,0,14,4,2,2,2,2,4,1,1,77.4,2
2,8.47,1.5,1,0,14,0,1,2,1,7,3,1,1,86.9,1
0,6.47,0.7,3,1,13,1,3,2,4,1,3,0,1,63.8,1
3,8.59,1.0,0,3,12,9,1,1,0,0,2,0,1,69.5,2
2,8.22,1.8,3,1,13,5,2,2,0,0,1,1,1,75.5,2
2,8.91,2.5,0,2,15,0,1,3,1,6,1,1,1,91.8,2
3,9.16,1.0,2,1,17,2,7,4,3,0,2,1,1,68.6,3
0,8.35,2.2,2,1,11,3,3,3,1,0,1,1,1,80.5,2
3,8.33,1.1,3,0,14,4,3,1,2,2,1,0,0,73.4,2
2,7.39,0.2,1,4,16,4,2,2,2,2,1,1,0,79.6,2
2,6.75,3.5,4,2,16,1,7,3,1,1,1,1,0,91.7,3
2,8.15,0.9,3,3,14,4,5,2,1,1,0,1,1,88.7,2
2,8.09,6.2,4,0,13,1,1,2,1,4,3,1,1,98.0,3
1,8.46,1.1,5,2,11,3,3,1,2,1,0,1,0,62.0,2
1,8.06,0.5,1,3,6,4,0,1,0,0,1,1,1,55.5,2
2,7.72,8.7,6,0,13,4,3,2,2,0,0,1,0,98.0,3
2,7.57,1.9,3,1,11,7,0,2,0,0,0,1,0,70.1,2
1,7.46,0.5,4,0,13,4,3,1,2,2,1,0,1,60.8,1
2,8.32,0.3,2,1,16,5,5,2,1,1,1,1,1,60.2,2
2,9.18,1.7,4,1,17,2,7,4,1,0,0,1,0,70.7,3
2,8.17,0.6,4,1,15,4,2,1,2,2,0,1,1,81.1,2
2,8.42,0.0,1,3,14,2,6,2,1,1,0,0,0,67.2,1
2,7.5,5.3,2,1,16,3,6,2,2,1,0,1,1,87.0,3
3,6.38,2.1,3,0,14,0,2,2,5,1,1,0,1,62.5,2
2,8.46,2.3,3,0,19,0,2,4,2,7,1,1,1,67.6,2
1,9.0,2.3,0,1,11,3,3,3,1,0,0,0,1,77.4,1
2,9.41,1.3,2,1,14,0,1,4,1,7,0,0,1,69.3,1
2,8.15,4.7,3,1,13,1,3,1,5,0,2,0,0,62.6,3
2,7.15,1.5,3,1,17,1,7,3,2,1,2,0,0,77.5,3
1,9.51,0.2,1,1,18,5,3,3,2,1,1,0,1,84.8,1
4,8.01,1.6,3,4,17,6,4,3,1,0,4,0,0,90.8,3
3,9.08,4.0,3,2,19,3,7,4,2,1,3,1,1,93.1,3
3,10.0,1.6,4,2,13,8,2,1,0,0,3,1,1,75.2,3
2,7.72,6.9,3,1,15,4,2,2,2,2,3,0,1,98.0,3
2,8.4,1.7,2,1,18,6,4,2,2,0,1,1,1,76.0,2
2,8.46,1.0,2,2,15,1,1,3,1,7,0,0,1,70.0,2
2,10.0,3.1,2,2,11,3,2,2,1,1,0,0,0,61.8,2
2,8.15,4.6,4,1,18,5,5,2,2,1,1,0,1,78.7,3
2,8.16,3.0,0,0,14,1,2,3,2,4,4,1,0,89.0,3
3,10.0,2.2,0,2,14,3,5,3,1,1,3,1,1,86.3,2
3,8.01,0.4,2,0,17,5,3,3,2,0,3,0,1,88.2,2
2,8.26,0.3,4,2,13,0,1,2,1,8,2,1,1,76.1,2
3,8.02,0.3,1,5,19,3,7,4,3,0,1,1,0,74.6,2
3,8.5,7.2,3,0,14,0,3,2,5,1,4,1,0,98.0,3
2,6.93,4.8,2,1,14,1,2,3,2,4,1,1,1,82.4,3
2,8.67,3.0,4,1,11,3,2,1,1,1,2,1,1,60.8,2
2,8.06,1.2,1,3,13,0,2,2,2,6,1,1,1,87.1,2
2,7.22,0.8,0,2,14,1,6,4,1,1,0,1,1,80.0,1
2,9.44,5.6,1,1,12,3,3,1,2,1,2,0,0,86.0,2
2,8.51,1.7,3,2,13,3,3,3,2,1,5,0,1,57.3,2
1,8.27,5.5,4,4,10,5,0,2,0,0,1,0,0,90.7,2
2,8.41,9.2,5,0,16,6,4,2,1,0,2,1,0,97.2,3
3,6.93,0.2,4,2,16,1,2,4,1,4,2,0,1,77.8,2
3,8.01,1.1,3,2,12,0,1,2,6,1,3,1,0,67.0,2
2,8.48,0.1,5,2,13,3,5,2,2,0,2,0,0,83.6,2
4,10.0,0.7,3,1,14,3,2,2,1,2,2,0,0,59.5,3
2,7.09,1.7,3,1,12,6,0,2,1,0,0,1,1,66.6,2
2,8.08,3.2,4,3,17,6,5,2,2,0,2,1,0,90.5,3
2,7.41,0.3,1,1,15,3,5,2,2,0,1,0,1,76.3,3
3,7.32,0.2,3,1,13,1,4,3,2,0,1,0,1,76.7,1
2,7.77,3.2,0,1,13,1,1,2,4,1,4,1,0,73.1,2
2,8.19,7.2,4,1,15,8,1,2,1,0,2,0,1,89.0,3
2,7.12,0.2,1,1,12,5,0,2,1,0,0,1,0,53.7,2
2,6.97,2.0,3,0,19,1,2,4,2,8,2,0,1,98.0,2
1,6.42,1.4,2,0,13,9,0,1,1,0,1,1,1,78.8,2
3,8.98,1.1,1,2,15,7,1,2,1,0,3,1,0,84.2,2
3,8.77,2.2,1,1,12,0,2,2,1,4,0,0,0,81.2,2
2,7.95,1.7,4,3,10,6,0,1,1,0,4,0,0,76.9,2
2,10.0,1.0,2,1,17,5,5,3,2,0,2,1,0,69.8,3
2,9.68,0.3,2,2,19,6,5,3,1,0,1,1,1,86.5,3
3,7.6,1.4,4,1,13,3,3,2,1,2,1,1,1,71.0,2
0,8.87,1.0,4,2,10,6,1,1,1,0,2,1,0,76.8,2
3,10.0,1.8,2,1,11,4,2,2,1,1,1,1,1,67.9,2
2,8.66,2.7,3,2,10,3,2,2,1,1,3,1,1,62.5,2
2,8.24,3.0,2,1,13,2,2,2,2,2,1,1,0,71.2,2
2,7.0,1.5,1,1,17,6,3,2,2,0,2,1,0,94.1,2
3,9.68,2.6,2,1,12,5,2,2,0,0,2,1,1,61.8,3
0,6.03,0.0,3,1,12,1,5,3,2,0,0,1,1,56.9,1
3,7.52,2.0,2,0,18,5,4,3,2,1,2,1,1,72.3,2
2,9.32,1.2,3,0,17,6,4,3,2,0,3,1,0,97.1,3
2,8.11,0.3,3,2,11,1,2,1,5,1,1,0,0,62.9,2
2,10.0,0.7,2,3,8,5,0,1,1,0,2,0,1,72.5,2
2,6.79,1.6,3,1,12,1,2,2,2,4,2,1,1,75.5,2
2,7.89,1.6,2,1,12,9,0,2,0,0,2,1,0,62.7,2
0,5.51,0.4,2,1,13,4,2,1,1,2,1,1,1,72.5,1
2,7.12,2.9,4,1,15,1,1,2,7,1,0,0,0,80.1,3
3,8.54,4.4,5,1,12,0,1,2,1,5,1,1,0,63.3,2
3,9.38,3.5,2,1,20,3,7,3,3,0,0,1,0,98.0,3
3,9.0,3.4,4,4,9,4,1,1,1,0,1,0,1,69.8,2
4,9.61,1.1,2,2,12,0,1,2,2,5,3,1,1,59.0,2
2,7.81,5.9,2,1,8,5,0,2,0,0,1,1,1,66.0,2
3,8.75,2.6,2,1,13,4,2,1,1,2,1,1,1,61.9,3
2,6.74,0.7,3,1,15,1,1,3,2,5,1,0,1,91.6,1
2,7.62,2.2,4,0,12,1,6,2,1,1,2,0,1,68.2,2
1,6.89,1.4,1,1,13,3,3,1,1,2,0,1,0,86.4,0
1,7.0,7.6,5,2,16,5,3,3,2,1,1,1,1,82.6,3
1,7.65,5.6,3,1,14,0,1,3,2,5,0,1,1,89.4,2
2,7.06,2.6,1,1,12,8,2,1,0,0,1,1,1,83.5,1
2,7.66,1.4,4,2,10,2,3,2,1,1,2,1,1,49.5,2
2,9.59,0.4,2,1,11,3,2,2,1,1,2,0,0,71.2,1
4,7.86,5.1,4,3,14,4,3,2,1,2,3,1,1,98.0,2
3,7.27,3.3,4,2,13,1,4,3,1,1,1,1,1,77.1,2
3,7.69,1.3,3,2,12,2,4,2,2,1,0,0,0,85.6,2
3,6.71,0.1,2,3,17,6,4,3,1,1,3,1,0,79.9,2
1,8.82,0.5,4,5,14,1,2,2,1,4,1,1,0,68.9,2
2,7.93,2.9,5,2,13,0,3,1,4,1,0,1,1,82.5,3
2,5.29,3.5,2,3,8,4,1,1,1,0,2,1,1,72.0,2
4,7.83,5.2,4,1,14,1,3,2,4,1,2,1,1,57.7,3
4,9.45,4.8,4,4,15,5,4,3,1,1,2,1,1,91.8,3
2,8.53,2.6,4,2,11,3,2,2,1,1,1,1,0,52.7,2
2,7.74,1.0,1,2,16,5,5,2,1,0,2,0,0,83.5,2
1,6.07,0.8,3,2,10,2,2,1,2,1,0,1,0,68.9,2
2,7.59,1.0,1,0,16,1,5,3,2,1,1,1,0,77.3,2
1,7.38,0.3,4,3,17,0,1,3,2,7,1,1,1,76.2,2
2,7.4,5.0,4,2,18,0,2,2,2,8,1,0,1,98.0,3
2,8.62,2.1,2,0,17,4,5,3,2,1,2,0,0,88.3,1
1,6.37,4.8,2,1,15,8,2,2,1,0,0,1,0,95.4,3
2,10.0,0.8,2,3,14,3,5,3,2,0,2,1,0,69.1,3
1,7.04,0.7,1,2,14,4,3,1,2,2,1,0,1,88.5,2
3,6.12,4.8,1,3,15,1,3,2,5,1,6,1,1,97.5,3
3,7.93,7.0,5,1,15,4,3,1,1,2,2,1,0,94.3,3
2,7.81,0.4,1,2,16,1,2,3,1,6,1,0,1,79.1,2
0,8.03,0.5,1,0,12,8,0,1,1,0,0,1,1,91.0,1
1,5.89,3.4,3,3,14,5,4,2,1,0,1,1,1,69.4,3
4,8.37,1.0,0,2,19,0,1,4,2,8,1,0,1,94.5,2
2,8.28,0.1,0,0,12,3,3,2,1,0,2,1,0,66.0,1
2,9.1,0.8,2,0,15,3,3,3,1,1,2,0,1,97.5,2
2,8.13,0.2,0,2,18,5,3,3,2,1,2,1,1,83.9,2
3,9.25,1.0,2,1,15,7,2,2,0,0,2,1,1,88.6,2
3,7.64,2.5,3,5,12,7,1,1,0,0,2,0,0,83.8,3
2,8.51,3.0,3,3,14,3,2,2,1,2,2,0,0,86.6,3
2,8.03,10.5,2,1,20,3,7,3,3,1,1,1,1,98.0,3
3,10.0,0.9,5,3,17,1,2,4,2,6,1,1,0,74.9,3
2,10.0,0.2,3,2,11,3,3,1,1,2,3,0,1,67.9,2
2,7.38,5.0,7,0,16,1,2,2,1,6,2,1,1,82.5,3
2,7.7,3.0,1,0,19,2,5,4,3,1,2,1,1,64.7,3
2,7.7,3.8,4,1,12,0,1,4,1,4,1,1,1,59.3,3
2,8.66,1.0,3,1,15,0,3,2,7,1,0,0,1,94.1,2
2,8.45,4.9,2,0,18,2,7,4,2,1,3,1,0,79.8,3
3,8.38,2.5,3,2,8,0,1,1,4,0,4,1,1,63.5,2
3,8.97,1.5,2,0,19,6,4,3,2,0,7,1,1,71.1,2
3,9.21,3.2,2,2,15,0,1,4,1,7,0,1,1,88.5,2
2,7.0,0.2,1,2,16,1,6,3,3,1,1,1,1,66.2,2
1,6.48,0.1,2,2,20,6,5,2,2,1,1,0,1,71.8,2
3,9.41,15.0,9,0,14,4,3,1,1,2,3,1,1,98.0,3
3,7.71,6.5,2,1,13,3,3,2,2,1,0,1,0,90.6,3
3,9.14,0.2,3,1,13,3,3,2,1,2,3,1,1,80.1,2
2,8.1,8.7,0,1,13,4,2,2,2,2,2,1,1,89.8,2
2,7.07,3.4,2,0,14,0,1,4,1,7,0,1,0,76.3,2
2,7.64,0.3,3,1,13,4,3,2,2,1,0,0,1,77.0,2
3,7.14,1.0,0,2,15,3,5,2,1,0,2,1,0,59.9,2
2,8.73,0.6,1,1,9,2,3,1,1,1,1,1,0,82.3,1
2,6.66,5.4,1,2,17,3,7,2,3,1,3,1,1,98.0,3
1,6.76,3.3,2,0,15,4,5,2,2,1,1,1,1,82.2,2
2,7.44,0.8,1,2,13,0,1,3,1,5,2,0,0,75.6,2
2,10.0,1.2,1,2,15,6,3,2,2,1,4,1,1,77.6,2
2,6.9,2.7,1,1,18,4,4,3,2,1,3,0,1,98.0,3
2,6.49,1.6,3,4,10,7,0,1,1,0,0,0,0,39.3,2
2,8.91,1.2,3,1,14,4,2,2,1,2,1,1,1,87.4,2
3,9.2,0.3,0,1,18,1,1,4,2,8,5,1,1,87.2,3
1,6.36,2.0,1,1,18,6,4,3,2,0,3,1,1,71.0,3
0,9.36,1.2,2,0,11,0,1,2,2,5,2,0,1,88.0,1
3,6.73,7.9,2,1,12,3,4,2,1,0,2,1,0,87.7,3
2,7.9,2.5,1,2,18,3,6,2,3,1,3,0,1,98.0,3
3,7.93,0.1,3,0,16,3,4,3,2,1,1,0,1,84.2,2
0,7.17,1.7,4,0,12,3,2,1,2,1,1,1,1,76.6,2
1,7.7,0.2,3,2,17,1,3,1,7,1,0,1,0,89.4,3
2,8.32,2.4,6,0,15,1,6,2,2,1,1,0,0,61.2,2
1,7.52,0.5,0,2,15,2,6,2,1,0,0,1,0,78.4,1
3,8.33,2.6,2,1,18,1,2,4,2,6,2,1,1,92.8,3
1,8.96,0.9,1,1,13,2,4,2,1,0,2,0,1,68.6,1
2,7.64,6.4,1,0,12,8,0,1,1,0,0,1,0,88.9,3
3,9.47,0.1,2,2,15,3,3,2,2,1,4,0,0,75.7,2
1,9.02,1.7,1,2,9,1,1,1,4,0,2,1,1,66.1,2
3,5.55,1.0,3,2,13,4,2,2,1,1,1,1,1,59.0,3
3,8.43,1.4,2,3,14,9,2,1,0,0,3,1,1,78.7,3
2,9.4,4.8,2,1,19,1,7,3,3,1,1,0,1,86.9,3
2,9.02,5.2,2,1,14,5,3,3,2,0,2,1,1,85.9,3
1,6.54,2.7,2,2,15,6,4,2,1,0,1,1,1,71.8,3
2,7.77,1.3,3,0,13,4,3,3,2,0,1,0,1,73.9,2
2,7.71,0.2,1,1,15,1,7,2,2,1,2,0,1,66.0,2
2,6.46,7.9,1,0,10,3,3,2,1,0,3,1,1,82.7,2
2,7.99,0.4,3,1,13,3,2,2,2,1,0,0,1,56.9,1
3,7.59,0.5,3,0,10,2,2,2,1,2,0,0,0,78.5,1
2,8.51,1.3,3,1,12,4,3,1,2,1,3,0,0,79.6,1
2,9.41,4.9,4,4,14,2,3,2,2,2,0,1,0,76.0,3
2,8.43,3.8,1,1,12,4,2,1,1,1,1,1,1,78.6,2
3,8.3,0.4,1,2,16,2,5,3,3,1,0,1,1,58.4,2
2,7.42,6.4,1,0,15,3,5,2,2,0,1,1,1,98.0,3
2,8.3,7.3,7,0,14,7,2,1,0,0,0,1,1,98.0,3
3,8.05,8.6,4,1,12,5,3,2,1,0,2,1,1,78.5,3
2,6.4,0.1,3,2,16,5,4,2,2,1,0,1,1,77.1,2
2,8.28,1.5,3,4,14,0,2,3,2,5,3,1,1,63.6,3
3,9.67,1.0,2,4,14,8,0,2,0,0,3,1,1,84.8,3
2,7.91,2.9,7,3,12,7,2,1,1,0,1,0,0,60.1,3
2,7.63,0.5,2,1,16,1,2,4,2,5,4,0,1,73.0,2
2,7.77,0.7,3,1,12,3,3,2,1,2,0,0,1,55.9,2
3,8.26,0.5,5,0,17,3,4,3,2,1,1,1,0,78.9,3
3,9.52,3.9,4,0,13,9,0,2,1,0,4,0,0,85.0,2
1,7.66,0.5,4,0,12,3,4,3,1,0,1,1,1,75.2,2
2,9.02,0.1,2,1,15,1,1,2,2,7,1,1,0,87.5,1
2,6.76,4.3,2,1,14,1,2,3,2,5,4,1,1,79.9,3
1,5.96,4.7,5,0,14,4,2,2,2,2,0,0,1,86.8,2
2,9.96,2.4,3,1,11,2,3,1,2,1,3,1,1,67.3,3
2,7.76,7.3,3,1,11,0,1,1,6,1,2,1,1,79.2,3
3,7.8,2.9,4,2,18,3,5,3,3,0,1,0,1,96.0,3
2,8.18,1.8,1,2,14,3,2,2,2,2,1,1,1,76.0,2
3,8.78,4.2,6,1,17,3,6,3,1,1,1,1,1,83.2,3
2,8.96,1.0,6,5,11,3,3,1,1,1,2,1,1,81.3,3
1,5.41,0.4,0,0,18,5,5,3,1,0,2,1,0,60.3,1
2,7.3,1.7,2,1,15,6,3,2,1,0,0,1,1,88.1,2
2,7.82,4.0,2,1,13,0,1,2,1,7,3,1,0,76.8,3
2,8.31,3.9,0,1,15,1,7,2,1,0,2,1,0,74.9,2
4,8.49,2.2,3,2,14,2,4,2,1,1,2,0,1,83.6,3
2,7.8,1.6,2,2,15,9,0,1,1,0,5,1,1,69.9,3
2,9.32,0.5,4,4,11,3,2,1,1,1,0,0,1,59.2,2
2,8.81,0.2,2,0,14,4,3,2,1,2,3,1,1,70.4,2
3,10.0,0.0,2,2,15,1,2,2,1,5,1,0,1,65.2,2
3,8.21,0.1,3,1,15,4,3,2,2,1,0,0,1,68.9,2
2,9.42,3.8,3,2,11,4,2,1,1,1,2,0,1,72.5,2
1,8.17,0.6,2,1,13,3,3,2,2,1,3,0,1,86.0,2
3,10.0,0.6,2,0,9,6,1,1,0,0,1,1,1,71.8,1
2,7.52,2.9,3,1,10,2,2,2,1,2,2,1,0,89.5,2
0,8.49,2.4,0,1,18,4,5,3,1,1,0,1,0,74.1,2
1,6.16,1.0,1,2,10,0,1,1,7,0,0,1,0,74.2,1
2,9.75,0.5,4,1,18,5,4,3,2,1,1,0,0,78.2,3
2,8.88,0.9,6,0,12,1,1,2,5,1,0,1,1,63.2,2
2,10.0,1.9,5,3,17,4,5,3,1,0,0,1,1,77.3,3
2,8.62,0.3,2,0,17,1,2,4,2,5,4,1,1,79.9,2
4,9.45,2.0,3,1,12,7,0,2,0,0,2,1,1,75.2,3
0,8.28,2.7,2,2,15,8,1,2,0,0,2,1,1,87.7,2
2,9.0,0.6,1,1,18,0,2,4,2,8,1,0,1,74.4,1
3,8.03,1.3,1,0,14,0,3,2,6,0,2,1,1,52.4,1
2,9.47,11.0,4,0,11,0,3,1,4,1,0,1,1,76.9,3
2,8.92,2.1,2,0,8,4,0,1,1,0,1,1,1,90.7,2
3,8.48,3.3,0,1,16,4,3,1,2,2,1,0,1,77.8,2
2,7.23,0.3,2,1,17,2,4,4,3,0,1,1,1,84.3,2
2,7.5,1.0,3,0,19,6,5,3,1,0,2,0,0,90.8,2
3,8.02,1.1,0,1,15,9,1,2,1,0,2,1,0,69.4,1
3,8.65,0.3,6,2,16,9,2,1,0,0,2,1,0,74.3,2
3,7.01,0.8,1,2,16,6,4,3,1,0,1,0,1,76.2,1
2,8.96,11.7,6,0,13,0,1,4,2,4,2,1,1,96.4,3
3,10.0,8.1,3,2,17,3,5,4,3,1,2,0,1,97.1,3
2,9.28,0.3,2,2,13,1,5,3,1,1,1,0,1,67.7,3
2,8.32,0.8,4,3,19,2,6,4,2,1,1,0,1,83.3,3
2,6.98,1.1,4,2,16,5,5,2,1,0,1,1,0,91.2,3
1,7.58,5.2,6,0,14,3,4,2,2,0,0,0,1,80.1,3
3,8.7,0.3,4,0,13,3,4,3,1,1,2,1,0,66.3,2
4,10.0,3.3,2,6,10,2,3,1,1,2,3,0,1,74.3,3
2,7.05,2.1,2,1,12,0,2,1,6,0,1,1,1,84.2,2
2,8.55,2.5,6,2,16,2,6,2,1,1,5,1,1,88.7,3
3,8.0,1.1,0,3,10,2,3,1,1,1,0,1,1,63.4,1
2,7.59,1.0,1,2,11,4,2,1,2,1,2,0,1,64.3,1
2,7.99,0.5,1,1,19,3,7,4,1,0,0,1,1,88.4,2
2,8.92,0.3,1,1,15,6,4,2,1,1,3,1,1,96.5,2
2,6.48,2.9,1,2,12,2,3,1,1,1,0,0,1,80.5,1
3,8.95,0.3,3,0,15,1,4,4,2,1,1,1,1,70.1,2
3,8.23,3.9,4,1,12,8,0,2,1,0,1,1,1,81.1,2
1,6.87,0.5,3,1,14,8,1,1,1,0,1,1,1,60.6,1
3,7.74,1.2,4,0,11,2,3,1,2,2,3,1,1,57.7,2
4,8.76,1.9,3,3,13,4,3,1,2,2,0,1,0,74.4,3
1,9.2,3.1,5,2,8,2,2,1,1,1,3,1,0,62.3,3
2,5.25,2.5,1,1,16,5,5,3,1,0,1,0,1,84.4,2
0,5.73,5.1,3,1,8,5,0,1,0,0,1,1,1,73.4,2
2,7.79,1.2,2,0,17,3,5,2,2,1,2,1,1,67.5,2
3,9.71,7.8,3,2,16,3,5,3,2,1,2,1,1,93.3,3
2,8.08,0.4,5,3,13,1,1,4,1,4,2,1,0,80.8,3
3,6.88,0.5,0,2,16,5,3,2,2,1,1,0,1,65.5,1
2,8.44,9.4,6,3,14,0,1,2,7,1,4,1,0,89.4,3
2,9.87,4.7,2,0,13,3,4,2,1,1,5,0,1,91.4,3
3,9.51,0.2,0,1,11,8,0,2,0,0,2,1,1,70.3,1
3,8.01,0.7,1,2,15,0,1,3,2,5,2,1,0,55.9,2
2,7.86,0.2,1,0,17,1,2,4,1,6,0,0,0,82.5,0
3,8.79,2.0,2,3,15,2,6,2,1,0,0,0,1,73.9,2
1,6.89,0.5,1,3,16,4,4,2,1,1,0,0,0,61.5,2
4,10.0,8.1,9,1,12,5,2,2,1,0,2,1,1,91.4,3
3,7.17,3.5,2,3,16,4,4,2,2,1,1,1,1,89.3,2
3,7.07,1.6,4,3,12,3,2,1,1,1,3,0,0,73.5,3
2,7.61,0.3,1,0,16,6,3,2,1,0,1,1,1,88.2,1
2,7.97,1.7,2,2,18,2,6,4,2,1,3,1,0,76.1,2
1,7.46,1.9,1,0,16,5,5,3,1,1,1,1,1,86.3,2
2,7.4,0.4,1,3,16,5,4,2,1,1,2,1,1,74.3,3
2,8.97,11.6,6,1,13,1,1,3,1,6,1,1,0,94.6,3
2,8.32,1.6,5,2,15,4,5,2,1,1,0,1,1,82.5,3
2,7.57,5.0,2,2,12,4,3,1,2,1,3,1,1,89.6,3
2,7.22,3.6,7,3,15,0,1,3,1,6,2,0,0,98.0,3
2,8.46,1.8,3,2,13,5,2,2,0,0,4,0,0,77.3,3
3,8.47,1.5,1,2,12,0,1,2,1,7,2,1,1,73.4,2
3,8.4,3.1,3,3,17,1,2,2,7,1,2,0,1,98.0,3
2,8.35,0.9,0,2,11,5,1,1,1,0,2,0,1,75.4,1
2,8.63,5.8,2,3,18,6,5,3,1,0,1,0,0,98.0,3
1,8.21,10.8,3,0,10,4,0,2,1,0,2,1,0,86.1,3
2,9.0,1.5,1,2,16,1,7,2,1,1,1,0,1,88.2,3
3,8.4,1.0,4,0,15,8,2,1,1,0,3,1,1,55.9,2
3,8.26,1.4,3,5,17,1,2,3,2,7,1,1,1,67.1,3
3,8.85,0.1,5,5,13,4,3,1,1,2,1,1,1,80.6,3
0,8.81,1.2,3,1,16,6,3,2,1,0,1,0,1,72.8,2
2,6.87,5.3,4,0,13,1,6,2,1,0,1,0,1,83.3,3
2,8.68,0.3,4,0,9,4,0,2,1,0,1,1,1,49.9,2
3,8.69,3.7,2,0,17,1,2,2,1,8,0,0,1,91.0,3
2,6.7,0.6,1,1,12,2,5,2,1,1,0,1,1,62.1,1
3,8.8,1.9,5,1,12,1,1,2,1,4,2,1,1,86.0,3
2,7.5,1.5,2,0,16,1,1,4,2,4,1,1,1,72.3,2
3,7.72,1.5,3,4,17,6,4,3,1,0,1,1,1,73.6,3
3,9.84,0.8,0,2,9,5,0,2,0,0,0,0,1,59.1,1
3,7.93,1.4,2,1,13,4,3,3,1,0,0,1,1,82.3,2
1,7.38,1.5,2,2,11,6,1,2,0,0,0,1,1,89.5,2
1,7.17,0.2,2,3,16,6,4,2,2,0,1,1,1,66.7,2
3,7.02,1.0,7,2,10,2,2,2,1,2,2,1,1,62.1,2
3,8.97,0.5,0,1,14,4,3,3,1,1,0,1,1,80.9,1
2,7.2,4.5,5,0,15,3,3,2,1,2,3,0,1,91.3,3
3,8.1,0.3,1,6,11,0,2,3,1,4,4,1,1,44.0,3
