education,cgpa,projects,internships,experience,skills_count,frontend_skills,backend_skills,database_skills,cloud_skills,ml_skills,has_github,has_linkedin,resume_length,certifications,achievements,ats_keywords,action_verbs,leadership,open_source,resume_score
3,8.95,3,1,1.6,18,3,7,4,1,0,1,1,592,2,1,17,4,0,0,98.0
3,9.66,1,1,0.3,18,6,4,3,2,1,1,1,363,2,2,16,6,0,1,98.0
0,7.04,5,3,4.2,16,1,2,3,2,4,1,1,690,0,2,19,7,0,1,98.0
2,7.97,4,1,4.9,16,8,2,2,0,0,1,1,630,1,0,13,7,0,0,98.0
1,8.18,3,0,4.9,10,4,2,1,1,1,1,1,646,4,1,12,5,1,1,98.0
2,7.82,1,2,1.0,15,1,1,2,7,1,1,0,632,1,1,15,3,0,1,91.8
3,7.9,5,1,8.0,19,3,7,2,3,1,1,1,733,2,3,21,9,0,1,98.0
2,7.71,3,0,0.7,14,4,2,2,1,2,1,0,470,1,1,14,5,0,0,86.2
1,7.17,3,1,3.4,16,3,5,3,1,0,0,1,558,4,0,20,10,1,0,98.0
3,10.0,1,0,0.4,16,6,4,2,2,1,0,1,463,2,1,13,4,0,1,96.5
2,7.52,5,0,5.8,12,5,3,2,1,0,1,1,841,0,1,13,6,1,0,98.0
2,8.15,4,3,3.6,18,1,7,2,3,1,1,1,623,1,2,17,9,0,1,98.0
1,7.33,3,0,1.2,13,4,3,1,1,2,0,0,539,0,0,18,4,1,0,79.5
3,8.25,2,1,0.5,16,1,2,4,1,7,1,1,497,2,4,15,3,1,0,98.0
1,9.11,3,0,2.6,15,3,4,3,2,1,1,1,469,1,3,15,8,0,1,98.0
2,9.35,1,5,0.1,9,4,1,2,1,0,0,1,439,2,1,11,2,0,0,86.6
3,9.09,0,1,5.3,15,9,1,2,1,0,1,1,713,1,1,23,8,0,0,98.0
2,8.86,3,0,3.8,13,3,3,2,1,1,1,1,793,0,2,13,7,0,0,98.0
2,8.33,1,1,1.5,14,3,4,2,1,1,1,1,369,1,1,16,4,0,0,89.2
3,9.23,7,0,3.7,14,5,3,3,1,1,1,1,702,0,0,19,6,1,0,98.0
3,8.7,2,1,5.8,17,4,5,2,2,1,1,1,667,2,3,22,7,1,0,98.0
3,8.0,3,0,1.2,15,1,1,3,2,7,1,0,514,4,1,17,2,0,0,97.7
2,7.43,2,1,0.7,17,5,5,2,2,0,0,1,475,4,0,16,3,1,1,98.0
4,8.95,4,3,0.8,17,1,1,2,2,7,0,1,443,0,0,18,1,0,1,98.0
3,9.78,2,3,2.1,17,1,2,4,2,7,1,1,489,2,3,10,4,0,0,98.0
2,6.9,0,1,1.4,14,5,4,2,2,0,0,1,476,4,1,20,4,0,1,85.8
2,9.03,3,2,0.1,18,0,2,4,2,8,0,1,594,1,1,11,3,0,0,98.0
2,9.86,2,0,2.0,14,8,1,1,0,0,1,1,559,1,1,15,6,0,0,97.6
3,6.83,3,3,2.3,13,7,2,1,0,0,0,1,503,2,2,14,5,1,0,98.0
3,7.62,3,4,6.7,11,0,2,2,1,5,1,1,719,1,1,22,6,0,0,98.0
2,6.71,0,1,1.2,14,0,1,2,1,8,0,1,346,2,1,15,4,0,0,73.6
3,8.05,10,3,11.5,14,0,1,2,1,7,1,1,890,2,2,26,12,1,1,98.0
2,10.0,2,2,1.1,17,3,5,2,2,1,1,1,431,0,1,19,0,1,0,98.0
4,10.0,6,0,12.0,12,9,0,1,1,0,1,1,927,2,0,19,15,1,0,98.0
3,10.0,3,1,0.7,15,4,4,3,1,1,1,1,339,2,0,18,5,0,1,98.0
3,7.41,2,3,1.1,16,0,2,4,1,8,1,1,649,2,1,16,6,1,0,98.0
2,8.8,4,1,3.7,17,5,5,3,2,1,0,0,742,1,0,27,2,0,0,98.0
2,9.23,1,0,1.2,12,1,4,2,3,0,0,1,489,1,1,10,5,0,0,81.5
2,7.16,2,0,1.5,12,2,3,2,2,2,1,1,581,1,0,15,5,0,1,85.6
1,7.36,4,1,2.7,14,1,3,2,4,1,1,1,691,2,3,10,5,0,0,98.0
2,9.13,1,5,4.4,11,4,2,1,1,1,1,1,669,0,2,14,6,0,0,98.0
2,8.06,6,0,6.4,14,0,1,2,1,6,1,1,869,0,0,20,7,1,0,98.0
3,7.31,4,1,7.7,20,3,7,4,1,1,1,1,790,0,3,20,13,1,1,98.0
2,5.96,5,2,1.9,12,1,1,2,4,0,1,1,599,1,0,13,2,0,1,95.3
1,8.94,4,0,2.7,16,0,1,3,1,7,0,1,495,4,1,13,6,0,0,98.0
1,6.23,2,3,4.0,11,5,0,2,0,0,1,1,559,0,1,18,6,1,0,93.3
2,7.97,3,2,3.6,10,5,0,1,0,0,0,1,598,4,2,11,9,0,0,98.0
2,7.79,4,0,4.1,17,6,4,2,1,1,1,1,623,1,2,17,7,0,0,98.0
2,9.52,3,2,1.5,16,1,5,4,3,0,1,0,513,0,1,9,5,0,0,98.0
1,7.04,5,1,3.2,12,0,2,1,7,1,1,1,574,2,3,15,7,0,0,98.0
3,7.34,3,1,7.7,13,6,1,2,1,0,1,0,875,1,1,14,10,0,1,98.0
3,9.0,0,4,0.7,16,0,2,4,2,6,1,1,491,0,1,19,5,0,0,98.0
3,9.69,3,0,7.3,15,2,5,4,2,0,0,0,847,3,2,18,12,0,0,98.0
2,8.86,0,2,5.2,13,1,1,3,2,4,1,0,556,0,1,17,4,0,0,95.4
1,7.97,3,2,0.1,19,0,2,4,1,8,1,1,574,1,0,19,0,1,0,97.7
1,7.18,1,2,0.3,13,4,3,1,2,1,0,1,599,2,0,13,8,1,0,87.2
2,9.12,3,1,3.7,14,1,1,3,1,7,1,1,601,0,1,14,5,1,1,98.0
1,6.63,2,0,5.0,17,5,4,2,2,0,1,0,607,1,3,20,4,0,0,98.0
3,6.98,6,0,3.3,12,6,2,1,1,0,1,1,640,3,1,14,5,0,1,98.0
2,7.75,8,0,4.1,10,3,2,1,1,2,1,1,714,2,1,15,9,0,0,98.0
1,8.1,0,0,0.9,7,4,0,2,0,0,0,1,483,3,0,12,3,0,0,64.4
2,8.39,5,1,2.2,15,1,7,3,1,0,0,1,695,1,1,14,5,0,0,98.0
0,6.89,3,1,0.0,11,4,2,2,1,0,1,1,420,3,0,16,5,1,0,82.6
2,9.87,5,1,2.6,14,8,2,1,1,0,1,1,519,3,1,8,3,0,0,98.0
3,7.97,2,1,3.5,13,1,7,2,1,1,1,0,614,1,0,18,6,1,0,98.0
2,8.04,3,2,0.7,14,1,2,3,1,4,0,1,766,1,0,19,5,1,0,98.0
2,9.29,2,0,0.7,16,3,4,2,2,1,0,1,512,3,2,18,3,1,0,98.0
2,7.48,4,2,3.2,16,2,6,2,2,1,1,0,685,1,3,13,6,0,1,98.0
2,8.39,4,3,2.1,18,5,4,3,2,1,1,1,654,4,3,20,8,0,1,98.0
3,7.03,3,1,14.1,12,2,3,1,1,1,1,1,911,2,4,22,15,1,0,98.0
3,8.22,1,2,0.2,11,2,2,2,2,2,0,1,473,1,1,16,3,0,0,83.2
2,7.95,3,1,0.1,12,3,2,1,2,2,0,1,472,0,1,19,5,1,0,87.6
3,9.47,6,1,1.1,12,3,4,2,1,1,1,0,615,2,2,11,3,0,0,98.0
2,5.21,2,5,0.0,15,4,5,2,1,0,1,1,314,2,0,19,7,0,1,93.5
2,7.01,4,0,2.9,12,3,3,1,1,1,1,1,684,1,1,14,7,0,0,98.0
3,6.33,3,2,2.9,18,1,2,4,2,8,0,1,566,4,1,15,8,0,0,98.0
3,7.82,5,0,6.2,16,1,3,2,5,1,1,1,797,2,3,19,6,0,1,98.0
2,6.47,4,1,1.0,16,4,3,2,1,2,1,1,646,1,0,16,5,0,0,97.2
2,9.22,3,1,0.8,14,4,3,1,1,1,0,1,578,1,1,9,5,0,0,95.8
3,8.26,1,2,4.8,10,4,1,1,0,0,0,1,735,0,1,18,7,0,1,98.0
3,8.29,2,2,2.3,14,2,5,2,3,0,1,1,575,1,1,15,4,0,1,98.0
2,8.49,2,2,0.2,11,4,0,2,1,0,0,0,480,0,2,11,1,0,0,75.5
4,10.0,4,2,4.2,13,5,4,2,1,0,1,1,842,1,1,22,11,0,0,98.0
3,8.59,12,2,12.8,13,7,2,2,1,0,1,1,1052,1,3,19,11,0,0,98.0
1,7.28,3,0,0.9,11,3,3,1,1,1,1,1,533,0,1,11,3,0,0,76.9
2,8.01,2,2,1.7,15,7,1,2,1,0,1,1,398,0,1,14,5,0,1,97.4
2,7.6,4,0,1.3,17,5,3,3,2,0,1,1,699,0,0,21,3,0,0,94.2
2,7.89,2,0,3.4,11,0,1,2,4,1,0,1,579,0,1,15,7,1,0,91.5
3,7.96,1,4,1.2,8,4,0,2,1,0,1,1,607,0,0,11,3,1,0,83.2
2,7.34,2,0,0.0,13,5,3,2,2,0,0,1,504,3,1,14,4,1,0,82.3
1,7.42,2,1,0.3,16,5,3,2,2,0,0,1,686,1,0,17,7,0,0,87.8
2,8.96,2,1,0.9,14,2,6,3,1,0,1,1,625,2,2,20,6,0,0,98.0
2,8.49,8,1,8.5,15,6,3,2,2,0,1,1,873,1,2,19,10,1,0,98.0
3,7.57,4,2,1.0,13,1,1,3,1,6,1,1,563,3,1,15,5,0,0,98.0
2,5.8,2,1,0.7,9,4,1,2,1,0,0,1,516,2,1,13,5,1,0,77.2
2,8.13,3,2,1.9,8,4,0,1,0,0,1,0,542,1,1,11,6,1,1,92.4
2,9.14,1,3,1.7,13,4,4,3,1,0,0,1,473,0,0,14,6,0,1,92.6
4,8.74,2,2,2.0,15,0,3,2,6,1,1,1,585,3,1,20,6,0,0,98.0
3,9.19,1,3,0.3,15,4,3,3,1,1,1,0,375,2,4,13,2,0,0,97.7
2,7.46,2,1,1.6,15,0,2,2,2,6,1,1,494,2,3,18,6,0,1,98.0
2,6.39,2,2,0.1,17,6,5,3,2,0,0,1,466,0,0,17,3,0,0,80.9
1,6.69,1,2,0.0,16,1,1,3,2,8,1,1,486,0,3,15,0,0,1,84.5
3,8.46,2,1,1.5,14,2,3,1,2,2,1,0,597,2,2,14,3,1,0,98.0
2,6.81,1,1,3.3,10,2,3,1,1,1,1,0,621,3,0,11,5,0,1,83.9
0,7.91,3,0,1.3,10,2,3,2,1,1,1,1,547,0,0,12,4,0,1,78.1
3,6.93,2,2,0.5,13,1,3,1,4,1,0,0,514,1,2,15,6,0,0,85.2
3,6.52,2,2,4.7,13,7,2,1,1,0,1,1,628,1,2,15,8,1,1,98.0
2,8.39,3,1,1.5,16,0,1,3,1,8,0,1,513,3,2,22,3,0,0,98.0
2,7.06,1,2,1.8,15,0,3,1,6,1,1,1,494,0,3,13,1,0,0,88.2
2,7.09,3,0,0.5,14,4,3,1,1,2,1,1,432,0,1,16,6,1,0,89.5
2,6.14,1,2,0.8,14,1,1,4,1,5,0,1,472,1,1,14,5,1,0,84.4
0,8.9,6,1,1.1,18,3,5,3,2,1,1,1,591,1,0,21,6,0,0,98.0
4,8.21,2,1,6.9,15,3,3,2,1,2,1,1,738,1,1,17,7,1,0,98.0
2,9.33,2,1,3.0,20,6,4,3,2,1,1,1,616,0,1,14,6,0,1,98.0
1,7.29,3,1,4.1,16,2,7,3,2,0,1,1,633,1,0,17,5,0,0,98.0
2,9.69,3,1,0.2,13,7,0,2,1,0,1,0,602,1,1,15,4,1,0,98.0
2,8.41,3,1,1.3,12,6,0,2,1,0,1,1,321,1,0,12,5,1,1,97.2
3,8.7,2,4,0.5,16,0,2,4,1,5,1,0,647,1,1,18,4,1,0,98.0
2,6.97,1,1,5.3,16,1,2,4,1,4,0,1,562,1,3,16,6,0,0,98.0
1,7.64,2,2,0.9,15,5,4,2,1,1,1,1,505,2,0,12,6,0,0,90.5
2,9.28,2,0,1.3,11,0,2,1,5,0,1,0,602,1,1,16,4,0,0,90.6
3,8.37,9,2,12.0,12,4,2,2,2,1,1,1,1006,2,1,19,11,1,0,98.0
0,8.1,1,2,0.5,15,1,2,3,2,4,0,1,528,5,0,13,4,0,0,89.3
4,8.09,4,0,4.8,13,4,3,2,2,0,1,1,745,1,2,16,10,0,0,98.0
2,9.45,5,2,2.1,15,4,5,2,1,0,1,0,636,1,0,23,7,0,1,98.0
3,9.9,2,2,4.5,15,3,4,2,2,0,1,1,543,3,4,20,9,0,0,98.0
2,8.32,3,1,2.6,14,1,1,4,1,4,1,1,521,0,0,17,5,0,0,98.0
1,7.81,5,0,4.0,14,1,2,2,2,5,1,1,577,1,1,18,6,1,1,98.0
3,10.0,6,0,0.0,17,3,6,3,3,1,0,1,544,2,1,15,3,1,0,98.0
3,9.53,2,1,0.1,14,3,3,2,1,1,1,1,418,4,1,12,4,1,0,98.0
2,9.21,6,0,4.9,7,4,0,1,0,0,1,1,586,1,1,11,6,0,0,98.0
1,7.21,4,1,4.1,14,1,2,1,7,0,1,0,673,3,0,18,7,1,0,98.0
2,7.94,2,1,0.2,16,9,2,1,0,0,1,1,464,2,2,13,3,0,1,91.3
2,6.74,0,0,0.8,17,2,6,3,1,1,1,0,496,1,1,15,6,1,1,85.9
2,8.55,3,5,1.3,15,0,1,2,1,8,1,1,634,1,2,18,4,1,0,98.0
2,9.63,2,1,7.9,15,3,5,2,1,0,1,1,571,1,2,23,11,0,0,98.0
2,9.7,1,2,1.6,13,2,2,2,2,2,1,1,564,1,1,17,8,0,1,98.0
2,7.72,2,3,4.1,15,1,2,3,1,5,1,1,750,2,1,15,7,0,0,98.0
2,7.93,5,4,2.6,17,6,4,3,1,1,1,1,544,1,0,18,5,0,0,98.0
1,8.38,3,0,1.8,14,3,3,2,2,2,1,1,516,2,3,12,1,0,1,98.0
2,9.65,1,1,3.4,18,3,7,3,3,1,0,1,538,1,0,17,6,1,0,98.0
3,7.83,8,2,6.8,13,8,2,2,0,0,1,1,992,3,2,18,9,0,1,98.0
2,9.27,0,0,1.0,14,0,3,2,6,1,0,1,424,2,0,18,8,0,0,86.0
3,10.0,7,2,5.4,17,2,7,3,2,1,1,0,622,1,2,17,5,0,0,98.0
3,9.29,5,2,3.3,10,7,1,1,0,0,1,0,784,3,2,14,5,0,1,98.0
3,10.0,3,1,1.9,18,6,4,3,1,1,0,0,515,3,3,17,8,0,0,98.0
2,7.49,1,1,1.7,17,3,6,3,3,1,1,1,547,0,1,16,4,0,0,88.2
2,9.05,2,2,0.5,10,1,2,2,4,0,1,0,449,3,2,9,8,1,0,98.0
3,8.29,2,0,1.7,17,4,4,3,2,1,1,1,487,3,2,16,3,1,0,98.0
1,7.75,6,3,2.3,15,0,3,1,7,0,0,1,650,0,1,17,8,0,1,98.0
0,6.48,2,0,2.2,20,6,5,3,1,1,1,0,484,0,2,20,6,0,0,93.2
2,6.38,5,1,2.0,19,2,7,3,2,1,1,1,681,0,1,23,6,0,0,98.0
2,8.01,0,0,1.1,20,6,5,2,2,1,0,1,371,1,1,20,4,0,0,85.0
3,8.09,3,1,2.3,13,2,3,1,2,2,0,1,515,3,1,18,3,0,0,98.0
2,8.21,1,1,0.6,12,6,0,2,0,0,1,1,448,3,1,9,2,0,1,80.9
3,9.83,3,4,1.5,13,5,3,2,1,0,1,0,587,1,2,18,4,0,1,98.0
2,8.16,2,2,0.8,14,2,5,2,1,1,1,0,541,1,0,14,1,0,0,82.1
3,7.39,6,0,12.4,14,1,1,1,7,0,1,1,1104,2,1,20,12,1,1,98.0
2,9.33,5,0,8.8,10,4,0,2,0,0,1,1,828,3,1,19,8,1,0,98.0
2,7.25,1,2,1.7,7,5,0,1,0,0,0,1,457,6,2,9,4,1,1,88.5
2,9.99,2,1,0.8,15,3,4,3,1,1,1,0,417,1,1,19,6,1,0,98.0
1,9.51,3,3,1.8,15,3,6,4,1,0,1,1,599,3,0,11,4,0,0,98.0
2,7.81,2,6,1.0,13,3,3,3,1,0,1,1,446,2,1,17,3,0,1,98.0
2,7.16,2,4,1.8,12,2,3,1,2,1,0,1,605,1,0,17,5,1,0,93.6
2,6.78,2,0,1.0,16,4,3,2,2,1,1,0,521,2,2,19,2,0,0,86.7
1,7.96,2,0,0.9,14,3,2,2,2,1,1,1,498,1,1,15,5,0,0,85.8
3,8.76,3,0,2.9,17,2,7,3,3,1,0,0,515,3,2,15,5,0,0,98.0
2,5.93,4,1,7.2,18,6,5,3,2,0,1,1,843,1,2,20,9,0,1,98.0
2,9.96,1,1,2.5,17,0,1,4,1,8,1,1,520,1,3,19,5,0,0,98.0
2,7.5,4,1,2.2,11,3,3,1,2,1,1,0,516,3,3,14,4,0,0,98.0
2,7.09,1,0,2.2,15,1,2,2,1,8,1,0,579,4,4,20,8,0,0,98.0
1,6.61,0,1,0.4,12,0,1,2,2,6,1,1,462,0,1,15,5,0,0,69.3
2,8.05,0,2,0.1,10,6,1,1,0,0,1,1,437,1,2,11,3,0,0,72.4
1,6.66,2,1,2.3,12,2,3,1,1,1,1,1,594,0,1,14,4,0,1,85.3
3,7.25,3,3,7.5,17,3,7,2,3,0,1,1,777,0,2,23,9,0,0,98.0
2,8.52,4,1,2.2,13,1,4,3,2,0,1,1,612,1,1,16,5,1,0,98.0
2,7.77,1,2,2.0,12,2,3,1,1,2,1,0,553,5,2,11,5,0,1,98.0
3,9.1,0,3,0.2,13,1,1,2,1,4,1,0,424,3,1,14,5,0,0,91.7
4,9.96,3,3,0.4,15,3,5,2,2,0,0,1,510,0,0,13,6,0,1,98.0
2,7.14,4,2,6.7,13,2,5,2,2,0,1,1,688,3,0,16,10,1,0,98.0
2,6.26,0,2,0.1,19,2,7,3,3,0,1,1,492,3,3,19,3,1,0,95.8
2,6.96,3,3,0.9,19,2,7,4,1,1,0,1,454,4,1,10,6,0,1,98.0
2,6.37,2,4,5.7,8,4,0,1,1,0,0,1,583,1,4,9,4,0,0,98.0
2,7.49,4,1,0.2,11,3,2,2,2,1,0,1,566,0,3,9,5,1,0,93.4
3,9.34,5,3,0.7,12,0,2,2,1,5,1,1,586,2,1,11,3,1,0,98.0
2,7.93,1,2,0.6,16,6,4,2,1,0,0,1,563,2,0,23,4,0,0,87.9
2,8.69,1,1,0.4,15,4,3,2,2,1,1,0,484,1,0,17,2,1,1,87.9
1,6.39,2,0,0.8,13,4,2,1,1,2,0,1,456,1,1,16,1,1,0,73.6
2,7.4,4,1,1.8,12,3,3,3,1,1,1,1,600,1,2,18,5,0,0,98.0
3,8.81,2,1,0.3,15,5,3,2,2,0,1,1,346,0,0,16,0,0,0,83.0
1,5.35,3,0,1.5,12,3,3,3,1,0,0,0,626,0,2,13,3,1,0,72.3
3,8.92,0,0,4.7,16,3,6,2,2,0,1,0,454,3,1,14,4,1,0,98.0
3,8.18,3,3,0.7,16,1,2,4,2,4,1,1,616,2,2,14,5,1,0,98.0
3,8.03,2,2,0.5,10,6,1,2,0,0,1,1,456,2,0,11,2,0,0,83.0
3,7.55,3,2,2.1,10,4,1,2,0,0,1,1,540,2,1,12,9,0,0,98.0
0,7.83,3,0,2.2,16,1,7,2,2,1,1,1,662,1,0,17,5,0,0,95.7
2,10.0,6,0,0.4,14,4,3,1,1,2,0,1,520,1,1,16,5,1,0,98.0
2,6.98,5,1,7.9,14,8,1,2,1,0,1,1,683,3,2,17,12,1,0,98.0
2,8.58,1,1,6.6,13,3,3,3,1,0,1,1,698,2,4,15,7,1,0,98.0
2,7.73,4,2,1.7,10,7,0,2,0,0,1,1,608,3,4,11,3,0,0,98.0
2,7.59,0,2,4.8,16,1,2,4,2,5,0,0,545,2,0,25,5,0,1,98.0
2,8.19,2,3,0.5,12,4,3,2,1,1,1,1,489,3,1,16,1,0,0,93.5
2,6.82,5,0,3.9,16,4,3,2,1,2,0,0,628,2,2,17,5,1,0,98.0
3,8.43,3,3,7.8,12,6,0,2,0,0,1,1,611,1,1,12,8,1,0,98.0
3,8.32,3,2,4.4,10,2,3,1,1,2,1,0,548,2,0,14,9,1,0,98.0
4,8.69,2,2,4.3,15,3,3,2,2,1,1,1,545,2,2,19,6,0,1,98.0
0,8.58,5,1,1.8,11,0,1,1,4,1,0,1,599,2,0,16,3,0,0,97.5
2,8.38,0,2,1.0,15,3,4,2,1,1,1,1,399,1,1,15,2,0,1,88.2
2,7.51,1,2,0.7,14,9,0,1,1,0,1,1,579,1,2,19,9,0,0,92.0
2,9.12,1,0,2.7,12,2,2,1,2,1,1,0,648,2,0,18,5,1,1,95.1
2,7.22,0,1,0.3,13,8,0,1,1,0,1,1,528,4,1,15,2,0,1,78.7
2,8.01,5,2,3.4,17,6,5,2,2,1,1,1,550,1,2,15,7,0,0,98.0
2,7.56,2,2,1.0,13,5,4,2,1,0,0,1,543,0,1,14,4,0,0,85.1
2,8.36,2,1,2.0,17,0,2,4,2,6,1,1,707,1,2,17,8,0,1,98.0
2,8.57,2,2,0.2,14,1,1,3,2,6,0,1,501,1,3,10,1,0,0,92.8
3,9.5,4,4,2.7,17,6,5,3,1,1,1,1,533,1,4,17,9,0,0,98.0
0,7.71,1,0,0.7,15,3,5,3,2,0,1,1,596,1,0,15,3,0,1,75.8
2,7.81,6,3,8.2,10,4,2,2,1,0,1,1,712,2,3,13,12,0,0,98.0
2,6.75,1,0,4.8,12,2,2,2,2,2,1,1,687,0,4,14,5,0,0,96.7
3,8.1,2,0,1.5,14,4,3,2,1,2,0,1,567,0,2,12,5,0,0,89.6
2,8.91,4,1,0.9,11,0,3,1,5,0,0,1,353,3,3,15,5,1,0,98.0
3,7.89,4,2,2.5,16,2,5,3,1,1,0,1,689,3,0,18,8,0,0,98.0
2,10.0,2,2,4.3,12,2,2,2,2,2,1,1,550,1,1,19,4,0,0,98.0
2,7.9,3,2,2.7,15,4,4,3,2,0,1,1,620,3,2,17,5,1,0,98.0
3,9.53,4,3,5.7,17,1,6,3,2,1,1,1,730,2,1,18,7,1,0,98.0
3,8.91,2,1,2.6,15,0,3,2,7,1,1,1,558,4,1,18,6,0,0,98.0
4,6.56,1,3,0.5,11,3,2,1,2,1,0,1,504,1,2,17,1,0,0,82.6
2,7.03,2,1,7.1,16,1,1,3,2,6,1,1,788,1,2,24,11,0,0,98.0
3,9.41,4,3,3.7,15,5,5,2,1,1,1,0,606,5,0,14,6,0,0,98.0
3,7.08,2,0,3.6,11,1,1,1,6,1,1,1,606,1,1,18,9,0,1,98.0
2,8.28,1,3,2.1,12,3,3,2,2,1,0,1,650,1,0,19,5,0,0,95.9
2,9.73,4,0,2.1,13,2,4,2,3,1,1,0,524,1,1,21,4,1,0,98.0
4,10.0,2,0,0.8,11,5,1,2,1,0,1,1,594,2,1,15,5,0,0,95.0
2,7.26,0,1,0.4,17,4,3,2,2,2,0,1,384,3,1,8,5,1,0,84.6
3,7.91,3,4,0.3,10,0,2,2,4,1,0,0,594,2,2,18,2,1,0,97.8
2,8.77,4,3,7.2,15,1,2,1,7,1,1,1,643,1,4,18,9,1,0,98.0
3,8.72,3,1,1.2,15,8,1,2,0,0,0,0,652,0,0,18,7,0,0,97.7
2,8.39,1,1,0.8,14,1,2,3,1,4,1,1,586,2,0,11,6,0,0,88.4
2,7.19,2,3,0.2,18,3,7,4,3,0,1,0,487,2,0,16,7,0,0,98.0
2,10.0,1,1,0.0,9,0,1,1,4,0,1,1,486,2,0,9,2,0,1,80.2
2,9.0,2,0,4.7,13,1,5,3,3,0,1,1,674,0,1,21,6,0,0,98.0
2,8.17,3,1,1.5,16,3,4,3,2,1,0,1,600,4,1,15,7,1,1,98.0
2,7.99,3,0,2.3,12,6,2,2,0,0,1,1,589,1,3,14,4,0,0,97.1
2,8.0,2,1,0.3,15,4,2,2,1,2,1,0,467,6,0,13,0,1,0,92.1
2,8.69,1,2,3.4,15,3,5,3,1,0,0,1,502,0,0,15,8,1,0,98.0
0,7.13,3,1,2.4,15,4,5,2,2,0,1,0,517,0,0,16,6,0,0,90.4
3,8.39,2,1,0.6,14,3,5,3,2,0,1,1,492,1,1,16,5,0,1,96.2
2,8.55,4,1,2.8,16,6,3,2,1,1,1,1,429,1,0,17,6,0,1,98.0
4,10.0,1,3,1.6,16,6,4,2,2,0,1,0,533,2,0,12,6,1,1,98.0
2,6.94,1,2,1.1,11,2,3,1,2,1,0,1,525,1,1,12,6,0,0,79.6
1,5.89,3,1,1.6,13,1,1,2,5,1,1,1,627,1,1,11,8,0,0,89.4
2,7.87,1,2,0.0,14,3,4,3,1,0,1,1,582,0,1,12,5,1,0,87.9
2,8.45,2,2,0.6,8,2,2,1,1,1,0,1,508,1,0,7,6,0,0,78.2
2,8.21,8,3,14.9,13,2,3,2,1,2,1,1,1138,2,2,21,14,1,0,98.0
2,7.07,3,0,1.9,17,0,2,4,1,6,1,1,547,1,1,17,7,1,0,98.0
1,8.15,7,1,0.3,16,4,3,2,2,2,1,1,629,1,3,12,1,1,0,98.0
2,7.33,3,1,5.3,17,2,7,3,3,0,1,1,600,1,1,17,4,0,0,98.0
4,9.46,0,2,0.0,16,4,3,2,2,2,0,1,548,3,3,24,0,0,0,98.0
3,10.0,5,2,7.9,14,3,3,2,1,2,1,1,757,2,2,13,8,0,0,98.0
1,7.08,2,0,0.0,8,2,2,1,1,1,1,1,533,1,1,13,2,0,1,68.9
2,8.03,4,1,3.3,15,4,4,2,2,1,1,0,625,2,2,20,6,0,0,98.0
2,8.26,3,1,0.6,13,6,2,2,1,0,0,1,713,2,5,9,0,0,1,98.0
2,7.98,3,2,1.1,15,1,2,4,1,4,0,1,494,1,0,15,1,0,0,89.3
3,6.81,0,3,2.5,12,3,3,3,1,1,0,1,508,0,1,13,3,0,0,82.2
2,6.97,3,2,0.1,14,1,5,3,2,1,1,1,502,2,1,16,1,0,0,88.9
3,9.98,3,3,0.7,12,3,5,2,1,0,0,1,400,3,1,15,4,0,0,98.0
2,6.93,6,3,1.9,13,0,1,2,1,5,0,0,554,1,0,19,3,0,1,98.0
4,10.0,3,0,0.2,17,5,5,3,1,1,1,0,489,1,4,18,5,0,0,98.0
3,8.41,4,0,2.6,15,3,4,3,3,0,0,1,514,3,0,17,6,0,0,98.0
2,7.52,0,0,0.4,13,4,2,2,2,2,1,0,425,0,2,15,6,0,0,72.1
3,10.0,2,2,7.7,13,8,2,1,1,0,1,1,593,3,3,16,12,1,0,98.0
3,9.04,3,3,0.4,10,1,2,1,4,1,1,1,548,0,3,10,6,0,0,98.0
2,8.78,4,1,1.3,18,5,5,2,1,1,0,1,604,2,0,16,6,1,0,98.0
2,8.66,5,0,0.2,16,4,3,3,2,1,1,1,477,1,1,19,1,0,0,98.0
2,9.08,1,1,3.6,13,7,1,2,1,0,1,1,583,2,2,17,7,0,0,98.0
2,7.8,0,1,0.3,14,1,2,4,1,4,0,1,472,2,0,13,2,0,0,77.1
2,7.7,2,2,3.4,13,1,6,2,1,1,1,0,591,2,4,15,5,0,1,98.0
2,8.82,1,1,1.7,14,1,2,2,1,6,0,1,622,2,2,17,4,0,0,96.4
2,7.44,2,3,2.4,14,3,3,2,2,1,1,1,633,1,0,11,2,0,0,91.7
0,6.98,3,0,1.7,13,1,2,2,2,4,0,1,557,1,1,16,8,1,0,87.3
1,8.75,3,1,5.2,12,0,3,1,7,0,0,1,631,1,2,17,9,0,1,98.0
3,8.01,7,2,8.9,17,1,7,2,2,1,1,1,787,2,1,20,14,0,0,98.0
2,8.79,1,3,1.3,16,9,2,2,0,0,0,0,583,1,0,21,10,0,0,98.0
2,9.25,3,1,7.2,13,7,0,2,0,0,1,1,764,3,1,18,8,1,0,98.0
2,6.67,4,1,4.8,12,3,3,2,1,1,1,1,657,4,1,15,8,1,1,98.0
2,8.56,6,1,0.2,13,2,2,2,2,2,1,1,535,2,1,17,3,0,1,98.0
3,7.22,5,4,1.4,15,7,2,2,1,0,1,1,483,2,1,23,5,0,0,98.0
3,8.37,3,3,2.3,13,1,1,2,2,5,1,1,555,1,0,17,4,0,0,98.0
3,8.77,0,1,0.6,15,9,2,2,0,0,1,1,361,2,0,15,3,0,1,86.9
