skills_count,experience,projects,education,ats_keywords,action_verbs,resume_length,has_contact,has_sections,formatting_score,frontend_skills,backend_skills,database_skills,cloud_skills,ml_skills,ats_pass
15,3.3,2,2,13,8,526,0,0,7.0,2,7,2,3,0,1
15,1.4,1,2,13,3,548,1,1,8.9,4,3,3,2,0,0
15,9.9,4,2,12,8,643,1,1,3.5,2,6,4,1,1,1
14,0.1,4,2,9,5,510,1,0,6.6,6,3,2,2,0,0
13,7.9,4,3,15,9,775,1,1,8.5,2,3,2,2,2,1
13,1.0,2,4,14,7,517,1,0,9.5,1,1,2,7,0,1
16,0.4,1,2,15,7,668,1,0,6.8,4,4,3,1,1,1
11,1.5,4,1,13,5,410,1,1,3.9,1,4,2,2,0,0
12,0.5,6,0,14,1,584,0,1,8.4,6,1,2,0,0,0
14,1.0,3,2,13,5,453,1,1,8.8,2,4,2,1,1,0
13,1.4,2,2,13,1,530,0,1,9.2,2,2,2,2,2,1
9,0.1,3,2,10,3,387,1,1,5.0,4,1,1,1,0,0
13,0.9,2,0,17,4,407,1,1,8.8,4,2,1,1,1,0
15,1.2,3,3,21,5,577,1,1,4.4,5,3,2,1,0,1
9,5.1,4,1,4,8,574,1,1,8.1,6,1,1,0,0,1
13,3.7,1,2,9,11,407,0,1,5.1,1,1,1,7,1,1
13,0.1,0,3,11,2,509,1,0,7.9,7,0,2,0,0,0
15,0.2,0,1,12,6,413,1,1,4.8,0,2,4,1,6,1
13,0.6,1,2,17,1,415,1,1,5.9,0,2,2,4,1,1
16,1.2,1,4,15,5,547,1,0,6.8,2,6,4,1,1,1
14,0.7,1,0,16,0,579,1,1,5.1,4,2,2,2,2,1
10,1.4,5,3,8,8,399,1,1,8.6,6,1,1,1,0,0
16,5.4,3,1,11,6,594,1,1,9.2,4,4,2,2,0,1
15,3.7,3,2,12,7,512,1,1,9.2,3,5,3,2,1,0
12,13.2,6,2,15,14,723,1,1,7.1,1,2,2,4,0,1
14,2.1,2,3,16,3,508,1,1,9.7,3,3,2,1,1,1
11,1.5,2,2,11,6,385,1,1,8.4,3,3,2,2,0,1
13,0.8,1,2,15,6,391,1,1,6.4,1,2,2,6,1,0
19,1.7,3,3,8,7,474,1,1,9.4,6,3,3,2,1,1
13,1.5,0,2,10,6,465,0,1,7.3,4,4,3,1,0,0
14,5.9,9,2,8,9,468,0,1,9.1,3,3,1,2,2,0
16,11.7,11,2,19,11,697,1,1,7.5,5,4,2,1,1,1
11,2.4,2,0,14,7,538,1,1,5.2,4,2,2,0,0,0
15,2.0,3,2,14,3,367,1,1,6.3,4,3,2,2,2,1
15,5.3,6,2,15,12,546,1,0,5.2,1,2,4,1,6,1
11,1.6,3,3,12,4,517,1,1,6.3,6,2,1,1,0,1
14,1.4,1,0,17,8,454,0,0,8.8,3,4,3,2,1,0
13,1.4,1,3,9,7,439,1,1,7.3,3,3,2,1,2,0
15,2.6,1,2,14,7,489,1,1,6.0,3,4,3,2,0,1
16,1.3,4,1,11,6,493,0,1,6.6,1,2,2,2,6,0
17,1.6,3,2,15,0,649,1,1,2.5,0,1,2,2,8,1
16,0.6,4,2,17,6,434,1,1,4.5,0,2,3,1,6,1
16,0.8,2,3,9,2,374,1,1,7.9,1,7,3,3,1,1
14,1.0,3,2,19,7,391,1,1,8.1,3,3,2,1,1,0
14,0.7,2,2,17,3,406,1,1,8.6,4,2,2,2,1,1
20,0.0,1,3,17,3,384,1,1,8.7,3,7,4,2,0,1
18,1.8,6,0,14,3,488,0,1,6.2,6,5,2,2,1,1
14,0.2,7,0,8,4,401,1,1,6.0,9,2,1,1,0,1
14,2.3,0,2,15,8,477,1,0,5.3,3,2,2,2,1,0
11,2.5,7,2,13,5,661,1,0,7.6,8,0,1,1,0,0
13,4.5,3,2,11,7,613,1,1,6.6,3,5,2,2,0,1
16,7.6,3,2,17,10,445,0,1,7.3,5,3,3,1,1,1
12,0.9,2,0,13,4,575,1,1,5.8,4,4,2,1,0,0
14,6.8,4,3,11,8,646,0,1,3.1,1,7,2,1,1,0
17,3.4,4,3,15,7,409,1,0,7.8,9,1,2,1,0,1
10,3.5,5,2,7,5,674,1,1,7.6,2,3,1,1,1,0
16,1.7,2,2,10,1,565,1,1,8.8,0,3,2,7,1,1
15,1.8,6,2,8,6,396,1,1,8.1,2,4,2,2,1,1
15,0.3,2,3,16,6,324,1,1,6.0,1,1,2,1,7,1
11,0.5,4,2,9,3,553,1,1,7.4,0,1,2,5,0,0
16,2.6,3,2,14,3,511,1,1,4.2,7,2,2,1,0,1
13,1.1,3,2,14,5,475,1,0,6.9,4,3,2,2,1,1
18,0.0,4,2,16,1,425,1,1,7.8,6,3,3,2,0,0
19,1.9,3,2,16,3,520,1,1,8.8,1,7,4,3,0,1
13,0.2,3,2,17,3,508,1,1,7.1,0,2,2,1,5,1
12,5.6,1,1,13,8,523,1,1,7.8,5,1,1,1,0,0
16,3.7,2,2,5,8,518,1,1,5.7,6,3,2,1,0,1
16,7.8,3,2,17,9,629,1,0,2.7,3,4,4,3,0,1
17,1.0,3,2,19,6,482,1,1,9.1,6,4,2,1,0,1
15,6.3,8,2,20,9,654,1,1,9.2,3,5,4,1,0,1
11,2.5,7,2,9,9,465,1,1,6.4,6,0,1,1,0,0
16,0.9,3,2,10,0,325,1,1,4.5,5,5,2,2,0,0
13,4.1,4,2,11,8,695,1,1,8.2,0,1,4,2,5,1
17,0.5,5,2,17,4,562,1,1,6.0,1,5,3,3,1,1
16,0.8,1,3,16,3,383,1,1,7.7,4,5,2,2,0,1
16,1.3,1,2,12,3,422,0,1,4.9,4,4,2,2,1,0
16,0.2,2,2,17,3,407,0,1,8.5,3,4,3,2,0,1
19,1.1,4,3,25,7,449,1,1,6.5,1,2,4,2,8,1
14,1.8,4,2,20,4,465,1,1,7.9,2,6,3,1,0,1
10,2.8,1,2,8,7,457,1,1,6.2,0,3,2,4,0,0
15,0.5,4,2,10,4,326,1,1,9.2,9,0,2,0,0,0
16,4.3,3,2,14,3,541,1,1,6.8,1,6,3,3,0,1
13,4.3,4,4,12,5,549,1,0,6.1,4,2,1,1,2,0
13,0.7,1,2,13,5,553,0,0,6.7,0,3,2,5,0,0
9,2.7,3,2,8,4,568,1,1,8.4,6,0,1,1,0,1
14,1.9,0,3,13,5,469,1,1,7.7,4,5,3,1,0,1
17,0.6,3,1,14,6,647,1,1,8.2,0,3,2,7,1,0
18,0.1,3,2,14,6,417,0,0,5.1,1,2,3,2,6,1
14,0.3,2,4,17,4,495,1,1,4.4,1,5,2,2,1,0
18,0.9,2,2,15,6,526,1,0,8.5,9,2,2,1,0,0
11,1.0,3,4,16,6,435,1,1,5.2,0,1,3,1,5,0
14,0.6,3,2,13,3,506,0,1,3.3,1,1,3,1,6,0
10,0.1,2,2,15,3,414,1,1,7.6,2,2,1,2,2,1
17,0.2,1,2,10,3,430,1,0,5.8,6,3,3,2,0,0
15,0.3,3,2,11,2,579,1,1,5.0,9,0,2,1,0,1
11,3.9,3,2,12,4,462,1,0,6.6,3,2,1,2,2,0
18,1.3,1,2,16,4,578,1,1,7.1,2,7,2,3,1,0
16,0.6,1,3,14,3,515,1,0,5.1,5,5,3,1,0,1
17,5.8,4,2,17,8,632,1,1,3.8,4,3,2,2,2,1
14,0.0,1,2,13,2,455,0,1,7.5,1,3,1,5,1,1
15,3.6,2,2,9,4,526,1,1,6.8,4,4,2,1,0,0
9,3.5,1,2,12,7,570,1,1,7.6,0,1,2,4,0,0
15,0.6,4,2,15,4,621,1,0,9.4,5,3,3,1,0,1
14,0.9,7,4,16,7,413,1,1,9.4,1,3,2,6,1,1
14,3.2,3,2,8,5,426,1,1,8.6,3,5,3,1,0,0
16,1.3,2,2,15,2,422,0,0,4.3,4,5,2,1,0,1
15,3.1,3,3,11,8,497,1,1,6.3,4,5,3,1,1,0
12,0.6,1,3,11,5,566,1,1,7.9,1,2,1,6,0,1
18,0.4,4,4,11,3,453,1,1,8.1,4,4,3,2,1,1
15,3.1,4,2,13,1,614,1,0,9.3,6,4,2,1,0,1
13,0.3,2,2,12,4,483,0,1,7.4,8,1,2,1,0,0
13,2.6,3,2,13,3,443,0,1,4.9,2,3,1,2,2,1
17,0.3,2,1,13,7,509,1,1,7.9,1,1,4,2,5,1
14,3.1,2,2,15,8,506,1,0,7.4,3,5,2,1,0,1
15,0.2,1,2,13,7,457,1,1,6.6,0,1,4,1,6,1
18,0.0,2,2,10,7,428,1,0,4.2,5,4,2,2,1,0
10,0.8,2,2,11,4,333,0,1,5.1,2,3,2,1,1,0
11,0.3,1,2,17,6,579,1,1,3.9,4,2,2,1,1,0
13,0.5,4,2,13,6,455,1,0,7.9,2,3,2,1,2,0
15,0.7,0,2,14,1,570,0,1,5.4,2,6,2,2,0,0
15,0.0,4,3,11,8,462,0,0,5.5,1,4,4,1,1,0
15,1.0,2,3,10,4,549,0,1,6.4,0,2,2,1,7,0
15,1.8,1,2,10,6,509,1,1,8.1,3,3,2,1,2,0
14,1.2,0,0,15,5,597,1,1,4.6,8,0,2,1,0,0
12,1.0,2,2,15,6,460,1,1,7.1,1,2,3,1,4,0
15,1.5,3,3,14,4,484,1,1,8.8,2,4,3,2,0,1
12,1.1,2,1,18,3,418,1,1,7.4,7,1,2,0,0,0
14,0.3,2,2,13,5,496,1,1,6.1,1,7,2,1,1,1
15,0.9,4,2,8,4,374,1,1,6.8,1,6,2,3,1,1
17,3.2,6,2,9,6,480,1,1,2.8,3,5,2,2,1,0
16,0.6,4,1,14,6,438,0,1,8.8,3,7,2,1,1,0
12,0.1,1,2,11,2,501,1,0,7.3,2,3,2,1,1,0
13,2.8,2,2,9,7,591,1,1,6.0,0,1,2,2,7,0
13,0.8,3,2,8,6,513,1,0,5.5,1,3,1,5,0,0
17,1.2,2,4,16,6,498,1,1,7.7,2,7,2,2,0,0
14,1.7,2,2,16,4,500,1,1,8.6,3,3,1,2,2,0
14,0.9,2,2,12,4,301,1,0,9.6,3,4,2,3,1,1
16,5.6,5,2,16,9,614,0,0,7.6,5,3,3,2,1,1
16,0.5,2,2,14,4,542,1,1,4.2,0,1,4,1,7,1
11,0.2,1,1,12,1,351,1,1,8.3,4,2,1,1,2,1
16,0.2,5,1,14,3,354,1,1,9.7,4,5,3,2,0,1
14,3.5,2,2,12,9,398,1,0,7.8,2,3,2,2,2,1
12,0.3,2,2,9,5,521,1,1,9.4,1,4,2,1,1,1
11,1.6,1,3,7,6,418,1,0,8.9,6,0,2,0,0,1
17,4.9,3,1,14,9,468,1,0,7.7,4,5,3,2,0,1
18,5.7,3,3,14,9,501,1,1,6.2,1,2,4,1,6,1
21,7.5,1,2,20,8,690,1,1,5.4,3,6,4,3,1,1
12,2.6,1,0,16,7,561,1,1,3.2,3,3,2,2,0,1
10,0.5,4,2,11,4,520,1,0,8.8,4,2,1,1,1,0
11,0.6,5,2,18,6,380,1,0,6.1,4,1,2,1,0,1
18,1.2,1,4,16,5,472,1,1,7.2,4,5,2,2,1,0
13,0.8,3,2,12,4,386,1,1,8.4,4,2,2,2,2,1
17,0.9,1,2,15,7,484,1,0,7.9,1,2,3,1,7,1
16,1.1,3,2,13,3,433,1,1,6.2,0,1,2,2,8,1
13,0.2,1,2,17,2,373,0,1,8.9,4,3,2,2,1,1
17,2.8,1,3,9,3,463,1,0,8.7,0,2,3,2,8,1
10,0.1,5,0,12,3,428,1,1,8.7,2,2,1,2,1,1
15,0.2,2,3,12,2,517,0,1,6.2,3,3,2,2,2,1
14,0.4,2,3,16,4,445,1,1,7.6,6,3,2,2,0,0
12,0.4,0,2,7,4,277,1,1,7.3,8,0,2,1,0,0
9,0.1,6,2,11,3,433,1,0,8.4,4,2,2,0,0,1
17,4.6,3,2,14,8,411,1,1,9.3,3,7,3,1,1,0
11,2.3,1,0,12,6,495,0,1,7.4,8,0,2,0,0,0
20,0.8,3,0,20,4,358,1,1,7.3,1,2,4,1,8,1
15,2.8,3,3,14,2,501,1,1,3.3,7,2,1,1,0,0
13,0.5,0,3,17,3,416,1,1,7.1,1,1,2,7,0,0
16,0.5,4,2,17,3,422,1,0,9.6,1,2,3,1,5,1
13,0.8,2,0,14,0,500,0,1,4.8,2,2,2,1,2,0
14,0.7,4,2,13,7,431,0,1,8.0,4,3,1,2,1,1
15,0.0,0,3,15,5,421,1,1,6.6,2,4,4,3,0,1
14,0.9,3,2,15,3,390,1,1,4.8,1,2,2,2,4,1
16,0.4,2,2,15,5,501,1,1,5.1,4,3,1,2,2,0
16,0.2,1,2,13,4,490,1,1,9.3,2,4,4,3,0,0
13,0.1,4,2,12,3,466,0,1,7.7,1,4,3,3,1,0
11,4.1,4,2,8,5,692,1,1,8.5,3,3,1,1,1,0
18,1.1,2,3,13,5,408,1,1,7.5,6,5,2,2,1,1
12,3.2,4,2,6,8,412,1,1,8.6,4,2,2,1,2,0
13,0.1,2,2,16,6,456,1,1,8.7,4,3,3,1,0,1
10,2.7,4,2,9,3,600,1,1,8.8,7,1,1,0,0,0
13,2.2,2,2,14,4,583,1,1,5.3,4,3,3,1,1,1
19,1.7,1,2,7,4,366,1,1,8.9,6,5,2,2,0,1
11,4.4,1,0,9,6,600,1,1,7.5,7,0,1,1,0,0
17,0.6,1,2,16,5,458,1,0,6.4,3,7,3,1,0,1
15,0.2,1,2,15,4,490,1,1,7.5,5,3,2,1,0,1
15,1.7,1,2,16,8,576,1,0,7.8,0,2,3,1,5,1
13,6.7,3,2,9,7,561,0,1,8.5,2,3,2,1,2,1
15,2.6,2,2,20,2,504,0,0,8.0,8,2,2,0,0,1
12,0.9,1,2,8,7,637,1,0,6.4,4,2,2,2,1,0
18,0.6,0,3,19,7,551,1,1,7.1,6,5,2,2,0,1
11,1.2,5,2,16,3,497,1,1,7.4,2,3,2,1,1,0
18,1.0,1,1,17,2,522,1,1,5.6,1,1,4,1,8,0
13,0.4,0,2,11,4,375,1,1,6.6,2,2,2,2,1,0
10,0.9,3,2,11,5,412,0,1,9.3,5,0,2,1,0,0
15,3.2,2,2,14,6,647,1,1,6.3,1,2,4,2,4,0
13,2.6,2,3,12,4,407,0,1,9.3,3,6,2,1,0,1
15,2.5,5,4,15,3,635,1,1,9.2,1,4,4,3,1,1
12,2.2,2,3,14,5,700,0,1,8.2,4,3,1,1,1,1
15,3.7,4,4,15,7,574,0,1,7.4,3,3,1,2,2,1
13,0.2,5,2,15,4,462,0,0,7.3,8,0,2,1,0,1
18,9.1,4,1,16,7,557,0,1,5.0,5,5,2,2,1,1
7,1.0,2,2,11,4,420,1,1,8.8,4,0,1,1,0,1
11,1.9,2,2,14,4,588,1,1,7.1,3,2,1,1,1,1
17,6.9,6,4,11,5,707,1,1,5.1,6,3,2,2,1,1
11,5.7,2,0,14,7,597,0,1,8.2,0,2,1,7,0,1
14,0.5,0,2,18,2,517,1,1,3.3,4,2,2,2,1,0
13,0.6,3,3,12,4,515,1,1,4.8,1,2,2,1,6,1
16,0.6,2,1,9,4,622,1,1,7.8,1,7,3,3,0,0
15,0.8,4,2,17,6,610,1,1,7.5,6,5,2,1,0,1
13,2.0,6,2,9,6,526,0,1,5.5,3,6,2,1,0,1
15,0.1,2,2,7,4,593,1,1,7.9,5,3,2,2,1,0
15,5.8,4,2,15,7,607,1,1,6.1,2,7,3,1,1,1
16,0.5,3,3,13,1,409,1,1,7.2,4,5,2,1,0,1
14,4.4,3,2,9,8,426,1,1,5.3,4,2,1,2,1,1
14,2.1,4,3,12,0,471,1,1,7.5,3,3,2,2,1,1
12,2.6,1,3,15,5,448,1,1,5.5,2,3,1,1,2,1
20,1.6,2,2,19,1,449,1,1,6.7,3,7,4,3,0,1
16,0.3,4,2,12,4,534,1,1,7.6,4,5,3,1,0,0
12,2.6,2,3,10,3,584,1,1,3.4,3,5,2,1,0,0
13,1.4,1,2,7,4,473,0,1,6.6,3,3,2,2,2,0
13,4.5,2,2,17,7,588,1,1,5.8,4,2,1,1,1,1
12,4.2,2,3,8,8,577,1,1,7.8,4,3,2,1,1,1
9,1.0,2,1,11,4,622,1,1,7.4,5,1,2,0,0,0
15,7.2,3,4,13,10,488,1,1,8.1,2,6,2,2,0,1
14,3.4,2,2,13,8,618,1,1,5.8,0,2,2,5,1,1
16,1.5,2,2,16,5,463,1,0,7.7,6,4,3,1,1,1
16,0.9,2,2,14,2,452,1,1,8.9,5,3,3,1,1,1
15,2.2,3,1,17,8,597,1,0,8.7,0,2,2,2,6,1
13,1.3,1,2,10,5,404,1,1,8.4,8,0,2,0,0,0
14,3.8,1,1,10,8,524,1,1,9.1,3,3,2,2,1,1
15,0.7,2,2,15,3,521,1,1,8.1,4,3,2,1,1,0
17,2.4,4,2,16,3,410,1,1,8.5,6,5,3,1,1,1
8,2.1,6,2,14,5,469,1,1,8.6,4,0,1,0,0,1
16,1.0,0,3,19,5,497,1,1,9.2,1,6,4,2,1,1
16,4.9,4,2,13,4,497,0,1,5.8,3,5,3,3,0,1
14,0.3,1,3,11,1,502,1,1,4.8,1,2,1,6,1,1
9,0.0,1,2,13,5,507,1,1,9.1,3,2,1,1,1,0
14,0.2,3,2,8,6,470,1,1,9.6,4,3,3,1,1,1
11,3.2,2,2,7,8,550,1,1,7.2,0,1,2,6,0,1
17,1.1,2,2,15,2,535,1,1,6.7,0,1,3,2,7,0
12,1.9,4,2,12,2,518,1,1,8.1,3,2,2,1,2,1
13,1.3,2,0,9,8,679,1,1,3.8,0,1,2,1,5,1
15,0.9,1,3,9,5,508,1,1,8.5,1,6,3,3,0,1
11,0.3,4,2,10,1,594,1,1,4.1,0,2,1,5,0,1
14,0.5,1,2,14,6,389,1,1,6.6,1,1,2,7,0,1
18,0.0,1,2,13,5,513,1,1,5.9,3,5,3,2,1,1
10,1.4,1,3,17,5,454,1,1,4.5,0,3,1,4,1,0
14,0.3,6,2,16,5,432,0,1,9.6,4,3,1,1,1,1
17,0.5,1,2,15,5,470,1,1,6.4,1,1,4,1,8,0
14,0.0,4,2,17,0,441,1,1,8.0,7,0,2,1,0,1
15,0.2,1,3,17,1,293,1,1,6.6,9,2,2,1,0,0
10,1.9,6,3,15,0,523,1,0,9.1,5,2,1,0,0,0
16,2.4,1,3,11,4,548,0,1,8.0,3,4,4,3,0,0
16,8.1,3,0,15,11,568,1,1,5.8,6,4,2,2,0,1
15,0.2,5,2,17,3,390,1,0,8.6,0,1,4,1,6,1
16,0.5,1,4,10,3,566,1,1,5.1,3,3,3,2,1,0
17,2.2,3,2,16,6,438,1,1,7.1,0,1,3,2,7,0
14,1.0,2,0,8,4,419,1,0,7.9,1,2,2,4,1,0
17,1.5,2,3,15,6,596,1,1,9.2,0,1,4,2,7,1
12,4.6,2,3,14,5,577,1,1,9.2,0,2,1,7,1,1
14,0.4,4,3,12,1,390,1,1,3.6,3,5,3,2,0,0
11,1.8,0,2,17,6,409,1,1,9.3,3,3,1,1,2,1
15,0.3,4,3,9,6,445,1,1,8.5,4,3,3,2,1,1
13,0.6,0,1,14,5,414,1,1,7.5,1,2,3,2,4,1
17,4.0,4,2,7,8,573,1,1,7.1,3,5,3,1,1,0
9,0.6,1,0,8,4,433,1,1,5.5,5,2,1,0,0,0
16,0.6,4,3,16,1,356,1,1,4.5,1,1,4,2,4,0
17,1.7,1,4,14,3,463,1,1,9.3,2,7,4,2,1,0
14,0.7,0,2,11,6,391,1,0,3.5,2,6,3,1,0,0
13,5.8,1,3,11,9,689,1,0,6.4,3,3,2,2,1,1
11,0.6,2,2,11,7,590,0,1,8.0,4,2,1,2,1,1
15,1.6,3,2,8,5,334,1,0,8.1,3,3,1,2,2,1
16,1.7,1,2,14,3,568,0,1,4.3,0,2,2,2,8,0
14,0.6,3,3,15,1,415,1,1,9.2,3,4,2,2,0,1
12,1.7,2,3,17,1,541,1,1,7.0,0,1,2,7,0,1
17,0.3,1,2,17,0,412,1,1,6.8,6,5,2,2,0,1
9,1.1,5,1,10,6,471,1,1,8.5,5,0,2,1,0,1
15,1.8,6,2,12,3,611,1,1,7.4,3,5,3,1,0,1
13,4.5,4,3,17,6,447,1,1,7.3,1,5,2,2,1,1
14,1.2,5,0,18,5,426,1,1,6.5,5,3,3,2,0,1
15,3.5,1,2,18,8,595,0,0,6.8,3,3,2,1,2,0
15,1.0,2,2,18,4,512,1,1,7.2,7,2,2,0,0,1
15,0.8,4,3,11,4,436,0,1,5.3,9,1,2,1,0,0
15,1.8,4,1,14,3,466,1,0,4.2,1,1,2,2,8,1
10,0.3,1,2,11,4,504,1,0,6.0,2,3,1,1,2,1
15,2.4,3,2,16,6,598,1,1,6.3,3,5,2,2,0,1
14,5.5,3,2,16,8,544,1,1,8.8,4,3,1,2,1,1
11,6.5,6,1,14,11,687,0,1,9.1,2,3,2,2,1,0
16,0.0,1,3,11,2,400,1,1,6.2,6,4,2,2,0,0
16,1.3,2,2,17,2,490,1,1,9.0,5,5,2,1,1,0
15,1.2,3,2,14,7,405,1,1,9.2,2,4,3,2,1,0
16,0.8,1,3,15,7,552,1,1,6.1,4,5,3,1,1,0
14,1.4,3,2,18,5,560,1,1,6.5,2,2,2,2,2,1
12,1.6,5,1,11,5,518,1,1,9.7,1,1,3,1,5,1
10,0.3,1,1,12,5,375,1,1,7.1,4,1,2,0,0,0
12,0.0,4,3,17,5,415,1,1,3.5,4,3,3,1,0,1
9,3.9,3,2,10,8,534,1,1,6.7,3,2,1,1,1,0
16,1.1,1,1,16,5,663,1,1,6.6,4,3,2,1,2,1
12,2.3,4,2,7,6,418,1,1,8.9,4,2,1,2,1,1
11,1.7,2,2,12,5,470,0,1,9.0,0,1,2,2,4,0
12,0.4,1,2,8,4,404,1,0,6.6,3,3,2,1,0,0
15,0.5,3,3,14,4,401,1,0,7.3,4,2,1,2,2,0
16,1.5,1,3,13,3,446,1,1,5.5,5,4,3,2,1,1
11,4.6,5,2,16,4,496,1,1,8.5,2,2,1,1,1,1
14,1.9,2,2,11,6,571,0,1,9.7,4,2,2,2,2,0
15,1.4,4,3,12,5,593,1,1,6.1,3,4,2,2,1,1
14,2.5,3,1,15,5,465,0,1,7.4,4,3,1,2,1,0
13,1.7,1,2,13,5,603,1,1,4.8,4,4,3,1,0,1
16,0.6,3,2,17,9,468,1,1,7.2,4,4,3,2,0,0
15,4.1,2,3,10,7,554,1,1,8.6,4,2,2,2,2,0
13,3.0,5,3,18,4,583,1,1,8.0,3,5,3,1,0,1
15,1.1,3,3,13,3,342,1,1,7.0,3,5,2,1,1,0
17,2.2,5,4,11,7,487,1,0,6.2,6,3,2,2,0,0
11,2.1,0,3,14,4,497,1,0,7.4,5,0,1,1,0,1
13,3.9,2,3,13,3,491,1,1,6.7,4,3,2,2,0,0
15,1.7,3,2,9,4,596,1,1,3.2,3,4,3,1,0,0
11,0.8,1,2,15,5,433,1,1,9.4,0,3,2,5,0,1
14,0.3,2,3,12,7,447,1,1,6.8,3,2,2,2,1,0
12,0.5,4,2,14,1,342,1,1,6.0,7,2,1,0,0,0
13,1.0,1,2,9,5,615,1,1,8.3,3,4,2,3,0,1
15,0.1,3,2,17,3,394,1,1,7.4,0,1,3,2,6,1
12,2.4,1,2,16,4,571,1,1,7.1,0,1,3,1,4,1
10,6.3,4,2,13,4,408,1,1,7.4,5,2,1,0,0,1
10,0.5,1,2,18,2,462,0,1,7.9,1,4,2,1,1,0
12,0.8,0,2,13,3,614,1,1,8.6,6,2,2,0,0,0
14,7.2,1,2,15,11,592,1,1,7.7,4,4,2,1,0,1
15,1.6,3,1,12,2,423,1,1,9.1,9,1,2,0,0,0
15,0.9,1,2,12,6,474,0,1,6.3,6,3,3,1,1,1
13,10.6,3,1,12,14,786,0,1,6.7,5,3,2,1,0,1
18,1.7,5,3,15,3,422,0,1,6.0,6,5,2,2,1,1
10,4.0,5,3,14,6,455,1,1,5.7,4,1,2,0,0,1
9,0.4,4,2,5,3,419,1,1,7.5,3,2,1,1,1,1
13,3.3,5,4,14,5,422,1,1,4.4,9,0,1,0,0,1
11,0.7,3,2,11,6,420,0,1,8.8,7,0,1,1,0,1
15,1.1,0,2,16,5,401,1,1,5.9,3,3,2,1,2,0
13,0.4,1,1,10,3,459,1,1,7.2,8,2,1,0,0,0
14,0.9,2,2,13,1,424,1,0,5.5,1,5,3,3,0,0
10,5.5,4,1,12,8,689,1,1,8.7,6,1,2,0,0,1
17,2.2,1,3,16,6,669,1,1,7.1,6,3,3,2,0,1
17,0.7,2,2,13,3,535,1,1,8.5,6,5,2,1,1,1
11,2.5,5,2,12,7,484,1,1,8.0,3,2,1,1,2,0
14,1.3,3,2,13,3,494,1,1,7.3,1,5,3,3,1,0
14,5.0,3,2,9,9,744,1,1,5.6,8,2,1,0,0,0
17,0.6,2,0,16,2,430,1,1,4.9,5,5,2,1,1,1
12,3.2,4,2,7,4,563,1,1,8.8,4,2,2,1,1,0
19,2.8,1,2,14,8,548,1,0,5.7,1,1,4,1,8,0
13,2.3,3,2,10,5,565,1,1,7.5,1,2,2,2,5,0
15,2.7,5,1,14,5,514,0,0,8.4,0,1,2,7,1,0
9,2.7,3,2,6,5,539,1,1,8.9,4,2,1,0,0,0
14,0.7,1,3,10,1,437,1,1,6.8,1,6,2,2,1,0
11,2.1,2,2,16,4,489,1,1,8.0,2,2,1,2,1,1
16,4.1,4,2,16,3,508,1,1,6.7,0,2,3,2,5,1
12,0.1,2,2,11,1,336,1,1,6.5,0,1,1,5,1,0
15,5.4,3,2,9,4,449,1,1,8.7,3,5,4,1,0,1
12,2.2,3,3,16,3,613,1,0,8.6,3,4,2,2,0,0
20,1.5,1,2,9,3,448,1,0,5.5,1,2,4,2,7,0
17,2.0,3,2,10,1,550,0,0,5.8,2,5,4,2,1,0
13,0.6,1,2,10,5,623,1,1,7.4,4,3,3,1,1,1
11,0.8,3,3,12,3,375,1,1,4.7,2,3,2,2,1,0
12,1.4,5,2,12,4,517,1,0,7.4,0,2,2,5,0,0
11,0.1,2,0,9,4,390,1,0,6.3,1,4,2,2,0,0
9,2.0,0,2,5,6,370,1,1,5.6,2,2,1,1,2,0
13,0.7,1,1,12,3,460,1,1,5.6,1,1,2,4,1,1
11,2.5,5,3,13,5,541,1,1,8.9,4,2,1,2,1,1
13,2.6,5,3,15,1,524,1,1,7.4,1,4,4,3,0,1
20,2.6,6,2,16,6,444,1,1,5.6,1,2,3,2,8,1
10,0.1,1,3,9,4,448,1,0,8.4,2,3,1,1,1,0
12,1.2,5,3,11,5,487,1,1,5.8,3,3,3,1,1,0
13,3.0,0,3,11,8,483,0,1,5.2,0,3,1,5,0,0
11,0.4,3,2,16,4,398,0,1,9.0,3,3,3,1,0,1
13,0.2,0,3,9,3,414,1,0,5.4,1,3,1,4,1,1
10,0.2,2,3,10,7,510,1,1,4.1,5,2,1,0,0,0
16,1.1,2,2,14,4,359,1,1,8.2,2,5,4,3,0,1
19,0.8,5,3,10,1,364,1,1,8.2,6,5,2,2,1,1
13,3.7,3,1,14,7,464,1,1,8.5,4,3,2,1,1,1
15,4.1,5,2,15,7,506,1,1,9.3,0,1,2,2,8,1
15,2.1,2,1,13,7,558,1,1,7.6,1,2,2,2,4,1
13,0.8,3,2,15,5,568,0,1,8.6,8,0,2,0,0,1
17,6.0,3,0,14,9,509,1,1,8.3,5,5,3,1,1,1
17,1.9,3,3,17,4,446,1,0,4.4,6,3,2,2,1,1
11,10.0,5,1,11,8,678,0,1,7.5,1,1,2,5,0,0
17,0.1,1,3,17,6,479,1,0,6.0,3,5,3,1,1,1
13,7.0,4,2,18,4,555,1,1,7.4,2,2,2,1,2,1
18,3.7,2,3,19,7,627,1,0,8.7,6,5,2,1,1,1
15,0.3,4,2,13,5,396,1,1,5.3,1,3,2,5,1,1
19,1.1,3,0,22,4,405,0,1,4.6,2,7,2,3,1,0
13,1.5,2,2,12,1,510,1,1,7.1,6,1,2,0,0,0
